,feature,divergence
23,WGTP,2.21644760900897
1,AGEP,1.464968152866242
22,PWGTP,0.8746025967722366
14,PINCP,0.7685859202554834
11,INDP,0.6925809593925112
15,PINCP_DECILE,0.5112478279246699
12,INDP_CAT,0.27448231961961217
13,EDU,0.23117352992666645
16,POVPIP,0.19084129378247028
7,NPF,0.08190025936504806
3,MSP,0.07937370600414072
6,NOC,0.04349558831976175
2,SEX,0.032729915543786015
9,OWN_RENT,0.02742608096200943
5,RAC1P,0.025193069218226453
4,HISP,0.01700087008980697
19,DPHY,0.009695210767489977
21,DEAR,0.009647062299635092
18,DREM,0.007619464347572422
20,DEYE,0.0024406854414016667
17,DVET,0.0023582506068225745
8,HOUSING_TYPE,0.0019737860898218634
10,DENSITY,0.0
0,PUMA,0.0
