,Target samples,Deid. samples
0,1605,0
1,0,0
2,0,0
3,319,9
4,0,0
5,87,5
6,0,0
7,0,0
8,0,0
9,127,13
10,0,0
11,0,0
12,0,0
13,13,2
14,651,110
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,4,1
21,0,0
22,0,0
23,0,0
24,16,5
25,0,0
26,0,0
27,0,0
28,5,2
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,4384,3451
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,54,58
53,0,0
54,11,13
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,269,728
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,1,4
81,0,0
82,0,0
83,0,0
84,20,102
85,0,0
86,25,151
87,0,0
88,8,59
89,0,0
90,0,0
91,1,10
92,0,0
93,0,0
94,29,425
95,1,21
96,0,0
97,4,114
98,0,0
99,0,2351
