,Target samples,Deid. samples
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,117,13
11,3741,453
12,0,0
13,0,0
14,0,0
15,0,0
16,26,5
17,0,0
18,46,10
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,2649,1028
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,4402,2452
37,5415,3221
38,0,0
39,0,0
40,0,0
41,141,100
42,0,0
43,8,6
44,6779,5376
45,0,0
46,0,0
47,1432,1245
48,0,0
49,128,124
50,0,0
51,0,0
52,0,0
53,0,0
54,182,210
55,0,0
56,0,0
57,0,0
58,0,0
59,1580,2293
60,18,27
61,0,0
62,0,0
63,0,0
64,60,106
65,0,0
66,0,0
67,68,137
68,0,0
69,60,134
70,0,0
71,156,376
72,0,0
73,75,203
74,0,0
75,0,0
76,16,52
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,6,33
86,0,0
87,4,27
88,111,818
89,0,0
90,0,0
91,0,0
92,8,88
93,9,129
94,4,59
95,0,0
96,0,0
97,1,28
98,0,0
99,11,8500
