,feature,divergence
1,AGEP,1.504782362000486
15,POVPIP,0.8061189559264011
13,PINCP,0.36671598261435884
12,EDU,0.36323193513401386
14,PINCP_DECILE,0.33749693595265595
7,NPF,0.1637209929843497
11,INDP_CAT,0.11860986358866733
0,PUMA,0.11576898749574249
3,MSP,0.08575500096317427
2,SEX,0.07542559304424545
10,DENSITY,0.06682928006694044
6,NOC,0.05968761285662694
5,RAC1P,0.0406493958530157
4,HISP,0.024811178673766393
18,DPHY,0.011551501874082507
17,DREM,0.011110959337179455
9,OWN_RENT,0.008970483749514174
20,DEAR,0.006187729936885655
8,HOUSING_TYPE,0.004733212487768278
16,DVET,0.0014605647517039922
19,DEYE,0.0006296285786685507
