,feature,divergence
11,INDP,18.328211068211058
1,AGEP,9.017735715010657
22,PWGTP,7.497054857710596
23,WGTP,5.105540897097626
15,PINCP_DECILE,3.9013021456488786
13,EDU,3.4158453908162354
16,POVPIP,3.1975978070069973
12,INDP_CAT,3.102815002107038
14,PINCP,2.935871518418688
10,DENSITY,0.8666666666666667
7,NPF,0.7682898968419942
3,MSP,0.7631520864168679
2,SEX,0.7054765591168217
6,NOC,0.5606483477076549
4,HISP,0.4613128844538226
9,OWN_RENT,0.15137673891238934
0,PUMA,0.10125222693156166
19,DPHY,0.09995752497597096
5,RAC1P,0.09387675385999783
18,DREM,0.0689250265863169
8,HOUSING_TYPE,0.018549568359560484
21,DEAR,0.016777364438794386
17,DVET,0.008944817659534022
20,DEYE,0.008286795810064574
