,Target samples,Deid. samples
0,10,0
1,537,7
2,295,6
3,670,19
4,0,0
5,0,0
6,15,1
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,1890,319
15,0,0
16,0,0
17,50,10
18,0,0
19,0,0
20,101,25
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,18830,6944
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,2215,1074
34,61,32
35,0,0
36,0,0
37,214,125
38,207,129
39,0,0
40,1316,864
41,22,15
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,14,21
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,10,30
76,0,0
77,403,1384
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,145,783
85,0,0
86,73,441
87,0,0
88,0,0
89,0,0
90,27,249
91,0,0
92,0,0
93,10,127
94,4,62
95,67,1301
96,0,0
97,64,2175
98,0,0
99,3,11110
