,feature,divergence
11,INDP_CAT,15.200696422079897
1,AGEP,10.312599365792021
15,POVPIP,7.551306368194097
7,NPF,7.391161848518473
6,NOC,7.108688002758685
0,PUMA,6.152561339522546
5,RAC1P,5.646170463287407
12,EDU,5.644634615449777
16,DVET,5.104499432408945
13,PINCP,4.3606663417188045
10,DENSITY,4.086398153426469
14,PINCP_DECILE,3.5369561083323084
3,MSP,3.4775472450968805
4,HISP,3.0991938199967537
18,DPHY,1.7140665593679831
8,HOUSING_TYPE,1.6576444569084354
17,DREM,1.6022434031478672
9,OWN_RENT,1.3244814232925113
20,DEAR,0.8068405034689533
19,DEYE,0.7952578098724651
2,SEX,0.12303635270085234
