,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,-0.005813824898152575,0.018609266362381024,0.027424907002675615,0.032003813576726395,0.05687060937135904,-0.02010628770674325,-0.055947451462600446,0.025668245967181383,0.00877227835574744,0.006382807799990195
AGEP,-0.005813824898152575,0.0,-0.029690938823932186,-0.04698053485270677,0.0524588046855789,0.05955029186312005,0.08441488658062551,0.12305931483929125,0.06138929370219887,-0.0212199408603293,0.028701501073320854
SEX,0.018609266362381024,-0.029690938823932186,1.1102230246251565e-16,-0.008415037830738173,0.01172426512785843,0.0021638836718212776,0.014493369065400703,0.05351630048988729,0.01909220279382709,0.001660047820428584,0.02526715520132003
MSP,0.027424907002675622,-0.046980534852706764,-0.00841503783073817,0.0,0.002530229277724014,0.02496954794673073,0.18944618894103066,0.23418352859445152,0.005446118042344846,0.011553697092795634,0.029298849716501093
HISP,0.032003813576726395,0.0524588046855789,0.011724265127858433,0.0025302292777240106,-1.1102230246251565e-16,-0.09905437857494952,-0.018370688706287303,-0.004271219579050972,-0.061196355611584936,0.028099565977896458,-0.019150781661777777
RAC1P,0.05687060937135904,0.05955029186312005,0.0021638836718212776,0.02496954794673073,-0.0990543785749495,0.0,-0.040586703174981684,-0.03569696941299995,-0.02858262908838134,0.041302952062965775,-0.04829003220835966
NOC,-0.020106287706743248,0.08441488658062551,0.014493369065400706,0.18944618894103069,-0.018370688706287303,-0.040586703174981684,0.0,-0.002711714775309071,-0.1958357982026095,0.0017379134364257087,-0.057804154566051626
NPF,-0.055947451462600446,0.12305931483929125,0.05351630048988729,0.23418352859445157,-0.00427121957905097,-0.035696969412999935,-0.002711714775309182,0.0,-0.01123522599289999,0.041752131458795166,-0.03716513427562265
OWN_RENT,0.025668245967181383,0.061389293702198866,0.01909220279382709,0.005446118042344846,-0.06119635561158493,-0.02858262908838134,-0.19583579820260952,-0.01123522599289999,-1.1102230246251565e-16,-0.002502026120211491,-0.04301551870986149
PINCP_DECILE,0.008772278355747442,-0.021219940860329356,0.001660047820428584,0.011553697092795648,0.028099565977896465,0.041302952062965775,0.001737913436425681,0.04175213145879518,-0.002502026120211484,2.220446049250313e-16,-0.039285531443040166
DEYE,0.006382807799990195,0.028701501073320854,0.02526715520132003,0.0292988497165011,-0.019150781661777774,-0.04829003220835966,-0.057804154566051626,-0.037165134275622645,-0.04301551870986149,-0.039285531443040166,0.0
