,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,4.440892098500626e-16,-0.009785164546340548,-0.0478744988832021,0.0773508365567144,-0.07550208400546328,0.06350721382736968,0.053626519796180494,0.05533623369005275,,0.07440958739861647
SEX,-0.009785164546340548,-2.4424906541753444e-15,0.029600559706990107,0.0057020345064240415,-0.0037436868108059393,0.009499187016646045,-0.014584518872344264,0.016149176831283696,,-0.16073740306949968
MSP,-0.0478744988832021,0.029600559706990107,-2.55351295663786e-15,0.014668531238368636,0.0339340788736906,-0.0022140705322869145,-0.06305217969833021,-0.04949237623741806,,0.0249144760677096
RAC1P,0.0773508365567144,0.0057020345064240415,0.014668531238368636,-2.7755575615628914e-15,0.024197509818440578,0.01684825857595891,0.023600635960730948,-0.039126353005312836,,0.0038591011683651857
HOUSING_TYPE,-0.07550208400546328,-0.0037436868108059393,0.0339340788736906,0.024197509818440578,4.551914400963142e-15,0.0028397380099182135,0.013126797705851373,-0.0029620980862452295,,0.022989489104506163
OWN_RENT,0.06350721382736968,0.009499187016646045,-0.0022140705322869145,0.01684825857595891,0.0028397380099182135,3.774758283725532e-15,-0.02731905382775933,0.005054298370057584,,-0.012513893103632056
EDU,0.053626519796180494,-0.014584518872344264,-0.06305217969833021,0.023600635960730948,0.013126797705851373,-0.02731905382775933,1.2212453270876722e-15,0.005713310299429897,,-0.015211155919102264
PINCP_DECILE,0.05533623369005275,0.016149176831283696,-0.04949237623741806,-0.039126353005312836,-0.0029620980862452295,0.005054298370057584,0.005713310299429897,0.0,,0.006341691432695723
DVET,,,,,,,,,,
DEYE,0.07440958739861647,-0.16073740306949968,0.0249144760677096,0.0038591011683651857,0.022989489104506163,-0.012513893103632056,-0.015211155919102264,0.006341691432695723,,2.55351295663786e-15
