,feature,divergence
11,INDP_CAT,13.525941640090476
1,AGEP,7.062030264514736
15,POVPIP,6.346787121595133
12,EDU,6.262778347269669
5,RAC1P,6.093748734806709
13,PINCP,4.372140171858217
16,DVET,4.272053061099173
6,NOC,3.854317211235676
3,MSP,3.6941064486463135
7,NPF,3.383565592509393
4,HISP,3.005830174880579
14,PINCP_DECILE,2.042622552984954
17,DREM,1.8180927499036754
18,DPHY,1.5607168602425672
8,HOUSING_TYPE,1.4999981928255175
0,PUMA,1.3256247377976114
9,OWN_RENT,1.1509528219744434
20,DEAR,0.8898710322609005
19,DEYE,0.7602615453082743
10,DENSITY,0.5866257156687644
2,SEX,0.06878163120975667
