,Target samples,Deid. samples
0,4253,4
1,1803,15
2,1991,38
3,5654,203
4,263,12
5,0,0
6,639,38
7,0,0
8,35,3
9,0,0
10,2699,293
11,0,0
12,469,63
13,0,0
14,710,114
15,0,0
16,0,0
17,0,0
18,0,0
19,704,165
20,0,0
21,0,0
22,0,0
23,0,0
24,65,20
25,9,3
26,1566,545
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,89,41
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,1368,941
42,0,0
43,666,503
44,0,0
45,0,0
46,1024,873
47,0,0
48,0,0
49,266,255
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,1007,1480
61,89,142
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,193,402
69,0,0
70,0,0
71,22,53
72,0,0
73,0,0
74,0,0
75,0,0
76,235,763
77,0,0
78,185,653
79,52,198
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,65,493
89,0,0
90,64,595
91,0,0
92,426,5135
93,561,7273
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,81,5937
