,Target samples,Deid. samples
0,4248,0
1,0,0
2,0,0
3,0,0
4,862,35
5,54,3
6,0,0
7,0,0
8,1906,160
9,1040,98
10,26,3
11,266,34
12,0,0
13,0,0
14,0,0
15,0,0
16,610,112
17,0,0
18,0,0
19,1773,427
20,0,0
21,0,0
22,14,4
23,101,31
24,0,0
25,0,0
26,104,37
27,0,0
28,879,340
29,0,0
30,0,0
31,1649,739
32,0,0
33,200,99
34,3920,2049
35,0,0
36,7,4
37,0,0
38,0,0
39,523,333
40,0,0
41,0,0
42,0,0
43,81,61
44,0,0
45,0,0
46,15,13
47,3001,2664
48,0,0
49,18,17
50,5,5
51,233,245
52,0,0
53,0,0
54,0,0
55,0,0
56,93,122
57,0,0
58,0,0
59,121,176
60,0,0
61,22,34
62,48,77
63,95,164
64,2601,4722
65,0,0
66,0,0
67,0,0
68,155,327
69,1313,2920
70,0,0
71,0,0
72,0,0
73,58,156
74,76,211
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,11,53
84,408,2182
85,0,0
86,15,91
87,359,2435
88,12,86
89,0,0
90,0,0
91,0,0
92,1,12
93,0,0
94,14,211
95,297,5205
96,19,503
97,0,0
98,0,0
99,0,53
