,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-2.220446049250313e-16,-0.04089537614209753,-0.08546421071602517,0.13722564468737408,0.022091289921486502,0.021353255312732092,-0.31196000393795736,-0.3474218701207151,-0.07276577950523312,0.11509384818477203
SEX,-0.04089537614209753,1.1102230246251565e-16,-0.03273579596197404,0.008631204991974128,-0.026735335497594662,0.02739115284558856,-0.016779795171258872,0.14238457217355965,0.09074302982488783,0.016858891780702948
MSP,-0.08546421071602517,-0.03273579596197404,0.0,0.02061194414340221,-0.27262065091069543,0.010626446286620388,-0.16525177802823843,-0.10210906702914785,0.014150541330298333,0.03414285805908128
RAC1P,0.13722564468737408,0.00863120499197413,0.02061194414340221,-2.220446049250313e-16,-0.07345889054404875,-0.04029536796708539,0.04197796429302973,0.09015874907933569,0.020159330675275644,-0.02289679307627908
HOUSING_TYPE,0.022091289921486502,-0.026735335497594662,-0.2726206509106954,-0.07345889054404875,-2.220446049250313e-16,0.5424953367904917,0.07884008130935553,0.15264505703833967,-0.0016645771661660633,0.07921249222609339
OWN_RENT,0.02135325531273209,0.027391152845588556,0.010626446286620388,-0.04029536796708539,0.5424953367904917,0.0,-0.015008535671827387,-0.04477618086789587,-0.0010810299328494052,-0.025577903546827475
EDU,-0.31196000393795736,-0.016779795171258872,-0.1652517780282384,0.041977964293029725,0.07884008130935553,-0.015008535671827389,0.0,-0.5636570533214755,-0.010503861543019574,-0.02701901103326272
PINCP_DECILE,-0.3474218701207152,0.14238457217355965,-0.10210906702914782,0.09015874907933569,0.15264505703833964,-0.04477618086789587,-0.5636570533214755,2.220446049250313e-16,-0.04788865785483283,-0.03240306689122866
DVET,-0.07276577950523312,0.09074302982488783,0.014150541330298333,0.020159330675275644,-0.001664577166166064,-0.0010810299328494052,-0.010503861543019575,-0.04788865785483283,-2.220446049250313e-16,0.029893917715872086
DEYE,0.11509384818477203,0.016858891780702948,0.03414285805908128,-0.022896793076279086,0.07921249222609339,-0.025577903546827475,-0.02701901103326272,-0.03240306689122866,0.029893917715872097,-1.1102230246251565e-16
