,feature,divergence
1,AGEP,2.1651706942846185
22,PWGTP,0.8822215692036434
23,WGTP,0.7911623979735434
14,PINCP,0.4686495874945723
11,INDP,0.42442798589352215
15,PINCP_DECILE,0.41754233608336955
7,NPF,0.2510129976637655
13,EDU,0.17517852844419488
12,INDP_CAT,0.15057190236314794
16,POVPIP,0.11065961065961069
3,MSP,0.05498175612052727
2,SEX,0.04794581762323702
6,NOC,0.04524627501145798
5,RAC1P,0.030210449513553058
10,DENSITY,0.019717638906933455
0,PUMA,0.019717638906933455
9,OWN_RENT,0.016909776391055627
4,HISP,0.014822281959378729
21,DEAR,0.009184188393608073
18,DREM,0.006660355162700887
17,DVET,0.004830917874396135
20,DEYE,0.004665164898592228
19,DPHY,0.004416724244909465
8,HOUSING_TYPE,0.0021742567994939904
