,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1435297153639112e-14,0.04237862144903078,-0.0007400914275815646,-0.03437037190835132,-0.03885771824528854,-0.034802782534489235,-0.011230501723482998,0.04112132735463604,-0.018318016373916755,-0.008892888311310035,0.002422598205618556
AGEP,0.04237862144903078,-8.881784197001252e-16,-0.026483512712251175,-0.08062576039449999,0.09073776615161246,0.08745269755091725,0.4561119813904898,0.3843130876777017,0.1116877589773462,-0.40618983120512786,0.11479388347163398
SEX,-0.0007400914275815646,-0.026483512712251175,-2.2093438190040615e-14,-0.004344520368126471,0.013208046604861731,-0.0003612733257390248,0.04747747604387259,0.061916385806219706,0.008440991572236113,0.16489249764111724,0.01034326308914643
MSP,-0.03437037190835132,-0.08062576039449999,-0.004344520368126471,0.0,-0.014073797432403778,-0.0006815429504484364,0.1454759728045816,-0.01638967675410069,-0.03746643791670382,-0.008260414510395109,0.024781473300773064
HISP,-0.03885771824528854,0.09073776615161246,0.013208046604861731,-0.014073797432403778,2.220446049250313e-15,-0.14856370849604292,-0.11381034855959582,-0.08871996168019745,-0.09851429669434833,0.09025263204563706,0.029222570893939925
RAC1P,-0.034802782534489235,0.08745269755091725,-0.0003612733257390248,-0.0006815429504484364,-0.14856370849604292,-3.552713678800501e-15,-0.06969205705791841,-0.044962138888939004,-0.020024494241708254,0.08829349811240121,-0.017152685063630074
NOC,-0.011230501723482998,0.4561119813904898,0.04747747604387259,0.1454759728045816,-0.11381034855959582,-0.06969205705791841,-3.9968028886505635e-15,-0.11628973717682334,-0.13778881076296715,0.1668276676101316,-0.04933805508540878
NPF,0.04112132735463604,0.3843130876777017,0.061916385806219706,-0.01638967675410069,-0.08871996168019745,-0.044962138888939004,-0.11628973717682334,-2.886579864025407e-15,-0.014628704799030452,0.11349342605261709,-0.058183348752441244
OWN_RENT,-0.018318016373916755,0.1116877589773462,0.008440991572236113,-0.03746643791670382,-0.09851429669434833,-0.020024494241708254,-0.13778881076296715,-0.014628704799030452,-4.6629367034256575e-15,0.031845418770145725,0.019223194144499085
PINCP_DECILE,-0.008892888311310035,-0.40618983120512786,0.16489249764111724,-0.008260414510395109,0.09025263204563706,0.08829349811240121,0.1668276676101316,0.11349342605261709,0.031845418770145725,0.0,-0.009342538987565248
DEYE,0.002422598205618556,0.11479388347163398,0.01034326308914643,0.024781473300773064,0.029222570893939925,-0.017152685063630074,-0.04933805508540878,-0.058183348752441244,0.019223194144499085,-0.009342538987565248,-9.2148511043888e-15
