,feature,divergence
23,WGTP,3.323048067905836
14,PINCP,3.159291959171369
22,PWGTP,3.070221789988384
1,AGEP,2.558519251529327
16,POVPIP,1.682572213211226
11,INDP,1.1953060255461216
15,PINCP_DECILE,0.6414835064698379
10,DENSITY,0.5622438699344452
13,EDU,0.5100731402314895
5,RAC1P,0.41793059121483844
7,NPF,0.3296289802689253
12,INDP_CAT,0.2921654744110384
3,MSP,0.25304893395174916
9,OWN_RENT,0.13018255947188037
2,SEX,0.11167574824291238
6,NOC,0.09902932043779798
0,PUMA,0.07138937198067641
4,HISP,0.05706424365418031
19,DPHY,0.044613051685012006
18,DREM,0.03275023256843571
8,HOUSING_TYPE,0.01805040770941438
17,DVET,0.014125961270434684
20,DEYE,0.0002056304010682325
21,DEAR,2.3026306285423015e-05
