,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.0009521587200399598,0.00019596870448183867,0.021813940664223673,-0.012254226231079558,0.002627300271182992,0.004446473101744286,0.0017717609784774213,-0.07990208507375783,-0.004175390483579455
SEX,-0.0009521587200399736,-1.1102230246251565e-16,-0.0029300417561990686,-0.016410969486971492,0.009354049146236755,-0.017161961263723075,-0.0022552900839159402,-0.004332089357714938,0.09484818879649018,-0.014501433322807167
MSP,0.00019596870448183867,-0.0029300417561990686,0.0,0.009709874839625522,-0.0025384199868969393,-0.005198289231229634,0.001994278993439319,0.0012519164551889617,0.00498079186775485,0.003364784186137261
RAC1P,0.021813940664223687,-0.016410969486971492,0.009709874839625522,0.0,-0.010206782594319942,0.002130019204029082,0.021128352824309887,0.02647349389091741,0.026891132581101797,-0.014735982079479272
HOUSING_TYPE,-0.012254226231079551,0.009354049146236755,-0.0025384199868969393,-0.010206782594319942,0.0,-0.0027821978691819904,0.00016994149234465794,-0.005570231381782725,0.01558048493726748,0.0004745521983465749
OWN_RENT,0.002627300271182978,-0.017161961263723075,-0.005198289231229634,0.00213001920402911,-0.002782197869182046,1.1102230246251565e-16,0.0010256995610416764,0.010793616627399624,0.007925669071490227,0.016254182101897056
EDU,0.0044464731017442305,-0.0022552900839159402,0.0019942789934393468,0.021128352824309873,0.000169941492344651,0.0010256995610416764,0.0,0.0006918136337432657,-0.028782516525359028,-0.0042693450949082765
PINCP_DECILE,0.0017717609784774213,-0.004332089357714938,0.0012519164551889617,0.02647349389091741,-0.005570231381782698,0.010793616627399628,0.0006918136337432657,0.0,-0.06581451937695258,-0.010227132522389834
DVET,-0.07990208507375783,0.0948481887964902,0.00498079186775485,0.026891132581101797,0.015580484937267478,0.007925669071490227,-0.028782516525359035,-0.06581451937695258,-1.1102230246251565e-16,0.025470068490077435
DEYE,-0.004175390483579455,-0.014501433322807167,0.003364784186137268,-0.014735982079479272,0.0004745521983465749,0.016254182101897056,-0.0042693450949082765,-0.010227132522389833,0.025470068490077435,2.220446049250313e-16
