,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,2.3314683517128287e-15,0.0410370584516756,0.022315822085101206,-0.018297841976745305,-0.1286991664239419,-0.004935571831019565,-0.07913156302995093,0.006097568921849442,-0.04825840405676263,0.039664925101585105
AGEP,0.0410370584516756,4.440892098500626e-16,0.0059502162796973915,-0.35350302614805545,0.026590854870665016,0.0616136355691012,0.3321419498224196,0.4314848347813797,0.0056028196153055515,-0.36350772829063044
SEX,0.022315822085101206,0.0059502162796973915,-1.1102230246251565e-15,-0.008354272842887657,-0.024465254626644645,-0.020666276828124584,-0.05578599186586779,0.005478753854236339,-0.03496120704015998,0.09003213972844025
MSP,-0.018297841976745305,-0.35350302614805545,-0.008354272842887657,0.0,0.01366138557118498,0.0875846230818888,0.4403975010962811,0.3830375392876002,0.1623334500951646,-0.3110351416885544
HISP,-0.1286991664239419,0.026590854870665016,-0.024465254626644645,0.01366138557118498,3.6637359812630166e-15,-0.13293226281225934,0.00681786635520705,-0.0957333594224532,-0.08370320960881203,0.03848940425129565
RAC1P,-0.004935571831019565,0.0616136355691012,-0.020666276828124584,0.0875846230818888,-0.13293226281225934,0.0,-0.015885268957537294,-0.15137545571242772,-0.06266340517298032,0.06307696320005919
NOC,-0.07913156302995093,0.3321419498224196,-0.05578599186586779,0.4403975010962811,0.00681786635520705,-0.015885268957537294,0.0,-0.7196638572306827,-0.20791444132349715,0.22190319883331716
NPF,0.006097568921849442,0.4314848347813797,0.005478753854236339,0.3830375392876002,-0.0957333594224532,-0.15137545571242772,-0.7196638572306827,-1.9984014443252818e-15,-0.1192486728882728,0.306617379256137
OWN_RENT,-0.04825840405676263,0.0056028196153055515,-0.03496120704015998,0.1623334500951646,-0.08370320960881203,-0.06266340517298032,-0.20791444132349715,-0.1192486728882728,3.774758283725532e-15,-0.07522431042298287
PINCP_DECILE,0.039664925101585105,-0.36350772829063044,0.09003213972844025,-0.3110351416885544,0.03848940425129565,0.06307696320005919,0.22190319883331716,0.306617379256137,-0.07522431042298287,-2.9976021664879227e-15
