,INDP,count_target,count_deidentified
8,4670,22,0.0
10,4690,15,0.0
16,4770,11,0.0
26,4780,2,0.0
15,4795,9,0.0
14,4870,19,0.0
30,4880,4,0.0
27,4890,4,0.0
1,4971,61,0.0
28,4972,17,0.0
13,4980,8,0.0
23,5070,17,0.0
12,5080,10,0.0
25,5090,8,0.0
0,5170,48,0.0
18,5180,3,0.0
11,5190,4,0.0
3,5275,9,0.0
4,5280,2,0.0
9,5295,2,0.0
17,5370,4,0.0
22,5381,13,0.0
2,5391,36,0.0
20,5470,4,0.0
5,5480,3,0.0
21,5490,8,0.0
24,5570,5,0.0
6,5580,13,0.0
7,5593,15,0.0
29,5690,3,0.0
19,5790,9,0.0
