,feature,divergence
11,INDP,36.27870791628753
23,WGTP,9.853923647932131
14,PINCP,8.799259618885788
22,PWGTP,7.239040331579786
16,POVPIP,6.998815912769402
1,AGEP,4.786961288690226
12,INDP_CAT,4.147303071837458
15,PINCP_DECILE,3.9853777913735087
10,DENSITY,1.4696926868077131
13,EDU,1.0716531924374564
3,MSP,1.0240073316996394
7,NPF,0.852440638094538
9,OWN_RENT,0.5080002967795937
5,RAC1P,0.34913920000928167
6,NOC,0.21162410575746476
4,HISP,0.19287282190166238
17,DVET,0.1864476444094452
0,PUMA,0.18291488317929128
2,SEX,0.11500484809308342
20,DEYE,0.041519045670236066
8,HOUSING_TYPE,0.03224538366844481
18,DREM,0.026113645780950295
21,DEAR,0.024219370696765573
19,DPHY,0.022742142426225055
