,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,0.0,-0.006184759607056049,-0.009553154656787514,0.021794578186466088,-0.07413465171731684,0.07352369610218826,-0.012187155300133173,-0.024062515332915306,0.06111647163290184,-0.013188546108495253,-0.02584315253423347,0.003863784415974722,0.07177397574314535,0.04379708967316484,-0.03823328934631795,0.007171749582656966,0.0306071856282492,-0.0220818911133485,-0.006542580756509308
AGEP,-0.006184759607056046,-1.1102230246251565e-16,-0.05790274187633408,-0.18660729029748907,0.037914213297506806,0.009579041478373067,0.18095818181867945,0.1179493148623891,0.03742458415507727,0.028986027209901122,0.07078384379513811,-0.05949778275868696,-0.11094794725591228,-0.2297833128849479,-0.08243052334293147,-0.1532248239294559,-0.0421427877020937,0.099554395487405,0.15315472825714
SEX,-0.009553154656787511,-0.057902741876334096,0.0,0.005957873925404013,-0.012227922002208118,-0.012041715160638879,-0.010190524515533336,0.001366987096569721,0.04360280987895964,-0.029306989980807482,0.014148407403781451,-0.0263530694029021,-0.04770653569990133,0.06027805602755425,0.0901956129595489,-0.02254174541907421,0.03481675711201508,-0.008157487215994795,-0.036558323003074274
MSP,0.02179457818646608,-0.18660729029748907,0.005957873925404013,0.0,0.015702285516476164,0.04921871297316313,0.35907458530016056,0.4449370874306036,-0.18491426035667216,0.03729314718718977,-0.06645696208626517,-0.22872915279901224,-0.3194199494154345,-0.40496880821755676,0.02170124101230611,-0.2187478339798584,-0.18486598087589598,0.02932775485004977,0.01402360700150703
HISP,-0.07413465171731684,0.037914213297506806,-0.012227922002208118,0.015702285516476164,2.220446049250313e-16,-0.024479435476758557,-0.0004810973155737197,-0.03603622820772941,0.05195001709651485,-0.09684599835297619,-0.13831851986719335,0.00795347495082364,0.07480555596905936,0.03408883932243386,0.0295911152813084,-0.03150321021997633,-0.0327932432424393,-0.034680826534738106,-0.05304353998462721
RAC1P,0.07352369610218826,0.00957904147837308,-0.012041715160638877,0.04921871297316312,-0.024479435476758557,0.0,-0.015423416117312879,-0.06971125714666149,0.0658915086287703,-0.05706555441865971,-0.10266230264712062,0.06646437827152979,0.06327620715962996,0.023697661194775052,0.010930646792831657,-0.01886480848960824,0.019213613108863634,-0.016478583759692203,-0.05133792559039011
NOC,-0.012187155300133173,0.18095818181867945,-0.010190524515533332,0.35907458530016056,-0.0004810973155737197,-0.015423416117312875,0.0,-0.5290912589632508,0.44726314409826184,-0.19581953630529525,0.048709073610634306,0.10167827584302061,0.09366615672584915,0.18278952828720466,0.03321024159074516,0.07296685600116445,0.04167217519509244,-0.08509191313785444,-0.10787163013620976
NPF,-0.0240625153329153,0.1179493148623891,0.0013669870965697193,0.4449370874306036,-0.03603622820772939,-0.0697112571466615,-0.5290912589632507,2.220446049250313e-16,0.30106273475223716,-0.0029334827246136307,0.01254618495813404,0.1382659821380161,0.11267963143698363,0.15615746287462062,0.03554521845681971,0.07174568756748755,0.03583099281454686,-0.06694193760570932,-0.08835846704269587
HOUSING_TYPE,0.06111647163290185,0.03742458415507728,0.04360280987895964,-0.18491426035667216,0.05195001709651485,0.0658915086287703,0.44726314409826184,0.3010627347522372,0.0,0.46355717526257206,0.006245417921191078,0.06342702013784116,-0.009513146367535419,0.021104914771856928,0.0012085206367703164,0.013176674220034428,-0.024592561441619344,-0.020962371698598044,-0.006337872520469592
OWN_RENT,-0.013188546108495253,0.028986027209901122,-0.029306989980807482,0.03729314718718977,-0.0968459983529762,-0.05706555441865971,-0.19581953630529525,-0.0029334827246136324,0.463557175262572,1.1102230246251565e-16,-0.14274497372017597,-0.052430124034453934,0.0014545709353232517,-0.01921470126721947,0.003673796546817161,0.0004983594142462901,0.026045998960596905,0.01474302899791667,-0.017475921887388286
DENSITY,-0.02584315253423347,0.07078384379513811,0.014148407403781448,-0.06645696208626517,-0.13831851986719337,-0.10266230264712062,0.048709073610634306,0.012546184958134046,0.006245417921191081,-0.14274497372017597,0.0,0.005536186889362298,-0.0650175004961293,0.003807970481741113,0.03279476398774601,-0.03705204857011992,-0.03268452947177235,-0.014609638897276844,-0.059145165884073335
INDP_CAT,0.003863784415974722,-0.05949778275868696,-0.0263530694029021,-0.22872915279901224,0.00795347495082364,0.06646437827152979,0.10167827584302061,0.1382659821380161,0.06342702013784116,-0.05243012403445393,0.005536186889362298,0.0,-0.3366615755772119,-0.35224104864201766,-0.003123982102391538,-0.22179663745766523,-0.2510275186097615,-0.06660046172021374,-0.07199031117866145
EDU,0.07177397574314535,-0.11094794725591234,-0.04770653569990134,-0.3194199494154345,0.07480555596905936,0.06327620715962996,0.09366615672584915,0.11267963143698363,-0.009513146367535419,0.0014545709353232517,-0.0650175004961293,-0.3366615755772119,0.0,-0.31330716201150255,-0.035083714164461426,-0.24912981702716658,-0.21796813964463432,-0.02944580885623207,-0.005936657621015805
PINCP_DECILE,0.04379708967316484,-0.2297833128849479,0.06027805602755425,-0.4049688082175569,0.03408883932243387,0.023697661194775066,0.18278952828720463,0.15615746287462062,0.021104914771856928,-0.019214701267219466,0.003807970481741113,-0.35224104864201766,-0.31330716201150255,-1.1102230246251565e-16,-0.06963426205698978,-0.18398558475870125,-0.15677850323579445,0.016921753694089284,0.03921487554531938
DVET,-0.03823328934631795,-0.08243052334293147,0.09019561295954891,0.02170124101230611,0.0295911152813084,0.010930646792831653,0.03321024159074516,0.03554521845681971,0.0012085206367703182,0.003673796546817161,0.03279476398774601,-0.003123982102391539,-0.03508371416446143,-0.06963426205698978,0.0,0.024048068901068646,0.049905658671707265,0.06269853925728586,0.1067092921815679
