,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.026447687480872364,0.005272983263234523,0.03145626965752037,0.020268882814227465,-0.10446674062630283,-0.029198401902716897,-0.08756441445025077,0.12711042766123484,-0.012766819116074779,-0.018881125987973955
AGEP,0.026447687480872364,-2.220446049250313e-16,-0.03982696067454479,-0.0679344385756826,0.13449928879391154,0.12685038526290493,0.5051930169955368,0.38444205039917273,0.020185066879084244,-0.5287468865040619,0.08377897860149608
SEX,0.005272983263234523,-0.03982696067454479,0.0,-0.02529576367788615,0.02612464828901536,-0.002264693291650601,0.01643214507900681,0.050670074304437006,0.01492669729384642,0.1363081236587649,0.020506679923061894
MSP,0.03145626965752037,-0.0679344385756826,-0.02529576367788615,-1.1102230246251565e-15,-0.01626582712537702,-0.013083686328348526,0.44197595859906763,0.45115120928379115,0.04743582270548264,-0.10799213517333163,0.013372026352918596
HISP,0.020268882814227465,0.13449928879391154,0.02612464828901536,-0.01626582712537702,4.884981308350689e-15,-0.19970975107312258,-0.06532929955501347,0.009565754520567654,-0.055511355901757244,0.06634125941130502,0.024444067263061753
RAC1P,-0.10446674062630283,0.12685038526290493,-0.002264693291650601,-0.013083686328348526,-0.19970975107312258,9.992007221626409e-16,-0.051095411694180574,-0.0549112737243356,-0.03535408818698281,0.06823501992737238,-0.037150250211564644
NOC,-0.029198401902716897,0.5051930169955368,0.01643214507900681,0.44197595859906763,-0.06532929955501347,-0.051095411694180574,-3.885780586188048e-15,-0.7340830542076998,-0.1520336932495989,0.2757233079883428,-0.08262401670091331
NPF,-0.08756441445025077,0.38444205039917273,0.050670074304437006,0.45115120928379115,0.009565754520567654,-0.0549112737243356,-0.7340830542076998,1.887379141862766e-15,-0.02783771264411691,0.18178853369214593,-0.06025045895193924
OWN_RENT,0.12711042766123484,0.020185066879084244,0.01492669729384642,0.04743582270548264,-0.055511355901757244,-0.03535408818698281,-0.1520336932495989,-0.02783771264411691,0.0,-0.06446692004360348,-0.003879218627267868
PINCP_DECILE,-0.012766819116074779,-0.5287468865040619,0.1363081236587649,-0.10799213517333163,0.06634125941130502,0.06823501992737238,0.2757233079883428,0.18178853369214593,-0.06446692004360348,-2.220446049250313e-15,-0.0595870271856172
DEYE,-0.018881125987973955,0.08377897860149608,0.020506679923061894,0.013372026352918596,0.024444067263061753,-0.037150250211564644,-0.08262401670091331,-0.06025045895193924,-0.003879218627267868,-0.0595870271856172,1.0658141036401503e-14
