,feature,divergence
1,AGEP,7.506048521103356
13,PINCP,1.3895257866909383
12,EDU,1.2554399576794215
14,PINCP_DECILE,0.9009996775233794
15,POVPIP,0.591091502779232
7,NPF,0.3750857587875715
11,INDP_CAT,0.34070328676509354
10,DENSITY,0.14008064441609633
6,NOC,0.12120939925265879
3,MSP,0.08791675735057884
5,RAC1P,0.06594386799606078
2,SEX,0.06118045398994254
4,HISP,0.05985368323642903
9,OWN_RENT,0.04056447309749103
0,PUMA,0.019629222705384808
16,DVET,0.019138162083636938
8,HOUSING_TYPE,0.013052546233324264
20,DEAR,0.008182053028345973
19,DEYE,0.006126147506499393
17,DREM,0.0059145132499592995
18,DPHY,0.004659410541763491
