,feature,divergence
21,PWGTP,17.562368389380595
0,AGEP,13.275717914118134
22,WGTP,13.032576559286364
9,DENSITY,11.556438415662482
12,EDU,6.126099216632055
10,INDP,6.074482781084451
13,PINCP,5.97015213200471
15,POVPIP,5.7829836862453785
11,INDP_CAT,4.918496247214984
14,PINCP_DECILE,4.908555346570523
2,MSP,3.4588678903564927
5,NOC,3.2322356521117097
6,NPF,2.6730811580252136
8,OWN_RENT,2.4759996327873752
4,RAC1P,2.4733046251186357
16,DVET,2.0948289682087076
17,DREM,1.988223129952141
3,HISP,1.9803222658709174
19,DEYE,1.9695605222308148
7,HOUSING_TYPE,1.964543455936651
18,DPHY,1.9582672170945927
20,DEAR,1.9573344771790033
1,SEX,0.9793868741220493
