,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.015326520818318954,0.16605048827857422,-0.11962190631869846,-0.01928389768506119,-0.054051922402927555,0.2440276040846086,0.1833288073370914,,
SEX,-0.015326520818318961,0.0,0.003220937787493187,-0.0029668915088697546,0.015267830914868073,-0.016793095982400016,-0.007382402543426911,-0.008711294749386048,,
MSP,0.16605048827857422,0.003220937787493187,-2.220446049250313e-16,-0.09591299472730941,0.020261265815911977,-0.015734142113924977,0.142501842504462,0.16280094829279748,,
RAC1P,-0.11962190631869847,-0.0029668915088697546,-0.09591299472730941,-1.1102230246251565e-16,0.015281806555087962,0.04204065476076846,-0.1034892690126446,-0.11477728763431777,,
HOUSING_TYPE,-0.019283897685061183,0.015267830914868073,0.020261265815911977,0.015281806555087962,0.0,0.04242881832829282,0.0327715878627427,0.0353125886531401,,
OWN_RENT,-0.05405192240292757,-0.016793095982400016,-0.015734142113924977,0.04204065476076843,0.04242881832829276,1.1102230246251565e-16,-0.06182682501781035,-0.0637280124619144,,
EDU,0.24402760408460855,-0.007382402543426911,0.14250184250446202,-0.1034892690126446,0.0327715878627427,-0.061826825017810366,0.0,0.17295175659179174,,
PINCP_DECILE,0.1833288073370914,-0.008711294749386062,0.16280094829279748,-0.11477728763431777,0.03531258865314012,-0.0637280124619144,0.17295175659179185,0.0,,
DVET,,,,,,,,,,
DEYE,,,,,,,,,,
