,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-4.440892098500626e-15,0.01827309471865446,-0.01833347855536846,0.008326377544429145,0.013908507991127209,-0.014367285078780746,-0.02479747550812779,-0.0051856112702464985,-0.04375369534961754,0.015248757437645491
AGEP,0.01827309471865446,7.771561172376096e-16,-0.0069588127293325405,-0.05043774362703507,-0.004401188699478115,-0.004647810804486646,0.0146038748418571,-0.004664032675824048,-0.005133327498289736,-0.38744831067176955
SEX,-0.01833347855536846,-0.0069588127293325405,-1.2212453270876722e-15,-0.0021241473063204133,0.0046959196185906715,0.02148992554151819,-0.0002274304258219617,-0.008235891134004289,0.0008681940389753387,-0.028847738734305156
MSP,0.008326377544429145,-0.05043774362703507,-0.0021241473063204133,-2.1094237467877974e-15,0.013366066172942628,-0.018914118685310777,0.020503518912728835,-0.000878386342128834,-0.012470944767482402,-0.38474879312929633
HISP,0.013908507991127209,-0.004401188699478115,0.0046959196185906715,0.013366066172942628,4.6629367034256575e-15,-0.028223313168859232,0.008163715320900516,-0.016614937522326387,0.00702599723365864,0.062123684009613184
RAC1P,-0.014367285078780746,-0.004647810804486646,0.02148992554151819,-0.018914118685310777,-0.028223313168859232,-3.9968028886505635e-15,0.027603023249896275,0.03528063259690876,0.0038050303447530625,0.03659612952088199
NOC,-0.02479747550812779,0.0146038748418571,-0.0002274304258219617,0.020503518912728835,0.008163715320900516,0.027603023249896275,0.0,-0.01660383457560466,0.02466985365671085,0.29547404137952016
NPF,-0.0051856112702464985,-0.004664032675824048,-0.008235891134004289,-0.000878386342128834,-0.016614937522326387,0.03528063259690876,-0.01660383457560466,4.3298697960381105e-15,0.013213917395528081,0.21084175138068698
OWN_RENT,-0.04375369534961754,-0.005133327498289736,0.0008681940389753387,-0.012470944767482402,0.00702599723365864,0.0038050303447530625,0.02466985365671085,0.013213917395528081,-2.7755575615628914e-15,0.023924354875585266
PINCP_DECILE,0.015248757437645491,-0.38744831067176955,-0.028847738734305156,-0.38474879312929633,0.062123684009613184,0.03659612952088199,0.29547404137952016,0.21084175138068698,0.023924354875585266,6.661338147750939e-16
