,feature,divergence
0,PUMA,3.970964687194526
15,PINCP_DECILE,2.7524316773233064
14,PINCP,2.4715845671873
23,WGTP,2.390511464939596
13,EDU,2.2047463075296765
1,AGEP,2.0453681502622545
22,PWGTP,1.7100258825526138
10,DENSITY,1.3509840519370544
16,POVPIP,1.1225055980988463
11,INDP,1.0215958450627067
3,MSP,0.6170255701505702
7,NPF,0.5557448112193805
5,RAC1P,0.39032624267955773
2,SEX,0.35975201770558196
12,INDP_CAT,0.32546585423050606
9,OWN_RENT,0.18905909272597343
6,NOC,0.11589115312887509
4,HISP,0.09743647939597166
18,DREM,0.0688487376128565
19,DPHY,0.06421346357509623
21,DEAR,0.03181893502869398
20,DEYE,0.026122931483281073
17,DVET,0.012860057099378083
8,HOUSING_TYPE,0.008691146626018827
