,feature,divergence
11,INDP,7.435373622989431
14,PINCP,5.096082742677977
16,POVPIP,4.793995463519133
23,WGTP,4.65752127220788
22,PWGTP,4.414737916950306
1,AGEP,4.259076664558155
12,INDP_CAT,3.8414261958792677
15,PINCP_DECILE,2.8399754516512603
13,EDU,0.6271354743870757
7,NPF,0.4575730875862525
10,DENSITY,0.4243735599846907
3,MSP,0.271187453870037
0,PUMA,0.20336134453781496
6,NOC,0.13034814277665216
5,RAC1P,0.06223812891900994
2,SEX,0.05713467021118912
4,HISP,0.05219602132240787
18,DREM,0.050978423452442405
19,DPHY,0.04764496454542194
17,DVET,0.04357733810353663
9,OWN_RENT,0.035068043047164515
8,HOUSING_TYPE,0.024433059543482287
21,DEAR,0.006771416847628137
20,DEYE,0.0035199053563652605
