,feature,divergence
23,WGTP,5.6417099364659595
14,PINCP,4.869460175951035
1,AGEP,4.40200131068206
13,EDU,4.2817529161646055
12,INDP_CAT,4.0253662593564075
22,PWGTP,3.702622582418896
15,PINCP_DECILE,2.911222380229682
11,INDP,2.5951977449980106
16,POVPIP,2.2363446151258035
7,NPF,0.8611111111111112
3,MSP,0.4699041868688485
10,DENSITY,0.448021393587933
6,NOC,0.28480887304416724
2,SEX,0.2493251165365683
4,HISP,0.08403826629544907
5,RAC1P,0.08057600166352256
18,DREM,0.07908305167999843
9,OWN_RENT,0.07822841041088559
19,DPHY,0.07467592033255921
0,PUMA,0.034522409137569876
17,DVET,0.011525069673943551
20,DEYE,0.009759360705827051
8,HOUSING_TYPE,0.008651820984027407
21,DEAR,0.003733684216370471
