,feature,divergence
13,PINCP,0.6832821300563239
1,AGEP,0.488265306122449
11,INDP_CAT,0.19312197397416722
15,POVPIP,0.17438951334348818
14,PINCP_DECILE,0.06936123911930364
10,DENSITY,0.06800017654587992
12,EDU,0.05926363275736415
6,NOC,0.03700933193091912
7,NPF,0.03415696138318777
9,OWN_RENT,0.025959216109827404
0,PUMA,0.018726941577546397
3,MSP,0.018304265984404534
8,HOUSING_TYPE,0.01586387243069271
5,RAC1P,0.0132169552158317
2,SEX,0.011192199962223537
4,HISP,0.008842640977185796
16,DVET,0.008778316177395969
17,DREM,0.00543207766287436
18,DPHY,0.004524250651165622
19,DEYE,0.003002539361533999
20,DEAR,0.00281932633057827
