,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,0.03455175751191726,-0.17431119128862013,0.005502411930557893,0.03117978520160583,-0.003224119900146403,-0.0875522638463605,-0.020259396929185935,-0.06814759909649779,0.05124086821793773
SEX,0.03455175751191726,-2.4424906541753444e-15,0.011722496252112542,0.07899000832723348,0.007923123137617321,-0.03234348954348863,0.03190520511241444,-0.07084741901704103,0.06854743136967492,0.009024296731468272
MSP,-0.17431119128862013,0.011722496252112542,-1.887379141862766e-15,0.05969719848882035,0.003341579686218399,0.07154346327936201,-0.16528855039982107,-0.29206953872062086,0.01703933366879127,0.025736214835990586
RAC1P,0.005502411930557893,0.07899000832723348,0.05969719848882035,0.0,-0.02789569576269034,0.22841459545186035,0.05416730916229605,-0.014499009773693977,-0.001180821954331097,-0.030821917704835593
HOUSING_TYPE,0.03117978520160583,0.007923123137617321,0.003341579686218399,-0.02789569576269034,0.0,0.025914372797414154,-0.012572939069308696,-0.004157567987355282,0.007806855344936822,0.014244643768779014
OWN_RENT,-0.003224119900146403,-0.03234348954348863,0.07154346327936201,0.22841459545186035,0.025914372797414154,-9.103828801926284e-15,0.0456947284569705,-0.052514352134657785,-0.012743943451187359,-0.042878911133731615
EDU,-0.0875522638463605,0.03190520511241444,-0.16528855039982107,0.05416730916229605,-0.012572939069308696,0.0456947284569705,0.0,-0.03519224696759082,0.0009439977018420483,0.030515886372445504
PINCP_DECILE,-0.020259396929185935,-0.07084741901704103,-0.29206953872062086,-0.014499009773693977,-0.004157567987355282,-0.052514352134657785,-0.03519224696759082,1.2212453270876722e-15,-0.030010715787867664,-0.0055494814757803095
DVET,-0.06814759909649779,0.06854743136967492,0.01703933366879127,-0.001180821954331097,0.007806855344936822,-0.012743943451187359,0.0009439977018420483,-0.030010715787867664,-4.3298697960381105e-15,0.024806807679363177
DEYE,0.05124086821793773,0.009024296731468272,0.025736214835990586,-0.030821917704835593,0.014244643768779014,-0.042878911133731615,0.030515886372445504,-0.0055494814757803095,0.024806807679363177,1.176836406102666e-14
