,feature,divergence
9,DENSITY,23.217103904152033
21,PWGTP,14.710256410256413
0,AGEP,11.938587848932679
10,INDP,8.76991582286202
22,WGTP,8.669649515287098
15,POVPIP,7.361354127044502
13,PINCP,6.700285629863094
11,INDP_CAT,5.646171363506975
12,EDU,4.211175616835995
14,PINCP_DECILE,3.9930171661332565
2,MSP,3.9423367392270103
5,NOC,3.232676378177664
16,DVET,2.6863155676715
6,NPF,2.4718676122931442
3,HISP,2.457338519083686
8,OWN_RENT,2.4564206303923095
4,RAC1P,2.3628625179279896
17,DREM,1.9752004475107217
7,HOUSING_TYPE,1.9606329673568639
20,DEAR,1.9450509624429395
18,DPHY,1.9356379159195938
19,DEYE,1.9305287151280908
1,SEX,0.7696488374318248
