,feature,divergence
1,AGEP,2.4422365460162476
13,PINCP,1.5191931881630376
14,PINCP_DECILE,1.3775551062083322
7,NPF,0.739009725906278
12,EDU,0.6689362779736063
15,POVPIP,0.3966631726065689
3,MSP,0.28103165197639673
11,INDP_CAT,0.23746374153969255
6,NOC,0.17752783196449978
9,OWN_RENT,0.13727126742690943
5,RAC1P,0.0913599532164053
2,SEX,0.08323281329980192
18,DPHY,0.027995725339506006
4,HISP,0.018720643340432906
17,DREM,0.017646559111189904
8,HOUSING_TYPE,0.011767842947847176
16,DVET,0.00788883153775474
19,DEYE,0.00598818248515413
20,DEAR,0.005307925708456951
10,DENSITY,0.003994066152249462
0,PUMA,0.0020611932601177774
