,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,1.1102230246251565e-16,0.012663135583205675,-0.00469454586302301,-0.005816001400217484,-0.013986148095018677,-0.04549984173707103,0.0003439670577690397,0.031442953622264055,-0.012156603661030978,-0.013776325187102229,-0.0027256798736012833,-0.02468294300506633,-0.05880329324213672,-0.0057075394537831545,-0.0006831688199895017,-0.005539533151182396,6.937983974766729e-06,0.0002491058262573684,-0.031617557189211845
AGEP,0.012663135583205677,-1.1102230246251565e-16,-0.057914358070071933,-0.027859228332604208,0.1800310881687769,0.07956141741497227,0.053339370135344455,0.14040976143103634,-0.05862359623297082,0.10018674524880068,-0.024859901914044358,0.0038727030245276073,-0.033993296205101886,-0.07169411581000462,-0.057737202000125436,-0.016082469923754894,0.03503242442946181,0.1058144110622756,0.21287668996847764
SEX,-0.00469454586302301,-0.05791435807007193,0.0,-0.05850746848014189,0.0011453004307723415,0.003736867749459329,0.05235059473084655,0.05657082525166543,0.005946483143612527,-0.008209093374858402,-0.02454201923276743,0.003728405463849345,-0.06400193976748025,0.09131694468840998,0.11275242088999707,-0.04809559183045584,-0.02040443583954191,0.02391678192473485,-0.016268503002875773
MSP,-0.005816001400217484,-0.027859228332604263,-0.05850746848014189,-1.1102230246251565e-16,0.029768017412122517,-0.027475539554724544,0.16523031007829894,0.17818165425218913,-0.1332025743002826,-0.022631650802973722,-0.018375562517661342,-0.05875164226727195,-0.034784849858085914,0.025278657749327943,0.002905797483402754,-0.007488519961179468,0.02535073565341875,0.04442808569199932,0.057806262787640145
HISP,-0.01398614809501868,0.1800310881687769,0.0011453004307723433,0.029768017412122517,0.0,-0.06166181046323193,-0.14729261843712127,-0.13774891218409047,0.016075567355954966,-0.02477672482885571,-0.004150800202446853,0.041075423009247665,0.19204167215344123,0.0869948941047801,-0.004364035616801463,0.037146726738397355,0.010125883359752109,-0.025864082310154995,-0.052243301563167796
RAC1P,-0.04549984173707103,0.07956141741497226,0.0037368677494593297,-0.02747553955472454,-0.06166181046323193,0.0,-0.010822943348290537,-0.010790304095723159,-0.030448445500204764,-0.02745074051397677,-0.10791149810522213,-0.01564272398786031,0.02232551991578128,0.02491605633160457,-0.025938774223051343,0.020474531517438874,-0.002902712466962697,-0.01629648017971379,-0.059772134422416454
NOC,0.0003439670577690397,0.0533393701353444,0.05235059473084655,0.16523031007829894,-0.1472926184371213,-0.010822943348290547,2.220446049250313e-16,-0.01297313990854898,0.26252320801583984,-0.13606437216838158,0.028695109506610104,0.019083314332319412,0.06443978510084716,0.034454626823285095,0.020004872660899727,-0.016393378488357285,-0.0392278089998019,-0.08546723794836546,-0.1395021867316916
NPF,0.031442953622264055,0.14040976143103634,0.05657082525166543,0.17818165425218907,-0.13774891218409047,-0.010790304095723145,-0.01297313990854898,1.1102230246251565e-16,0.2141228011330311,-0.005636552507031694,0.06462898568143385,0.015152886135469834,0.10180962860256126,0.10846104617711955,0.038414397916300476,0.0041854666374599725,-0.03770008700571076,-0.07461000456692048,-0.12507530310174822
HOUSING_TYPE,-0.012156603661030978,-0.05862359623297083,0.005946483143612529,-0.1332025743002826,0.01607556735595497,-0.030448445500204757,0.26252320801583984,0.2141228011330311,0.0,0.15728929805376263,-0.006002041888968421,0.05527728767756581,0.017330454463885585,0.008535465261284493,0.013087305162154513,0.1710247472274025,0.1224011175023203,0.08810172141720034,0.0970785370893096
OWN_RENT,-0.013776325187102232,0.10018674524880067,-0.008209093374858402,-0.022631650802973725,-0.024776724828855706,-0.02745074051397676,-0.13606437216838158,-0.005636552507031694,0.1572892980537626,0.0,-0.03453782776335448,-0.014612484400068283,0.050701847215108765,0.011991316438580299,-0.014209323470037723,-0.028455706252943545,0.006726382675472736,-0.0017998314909874885,-0.04990459871833349
DENSITY,-0.0027256798736012278,-0.024859901914044358,-0.02454201923276743,-0.018375562517661335,-0.004150800202446854,-0.10791149810522216,0.028695109506610108,0.06462898568143385,-0.006002041888968418,-0.03453782776335448,-2.220446049250313e-16,-0.04425695392769539,-0.10557055997697114,-0.02740874098199971,-0.011747575344503814,-0.011574616727811163,-0.0021841558379408236,0.02092881952517857,-0.013020614162216771
INDP_CAT,-0.02468294300506633,0.003872703024527635,0.0037284054638493415,-0.058751642267271975,0.04107542300924766,-0.015642723987860315,0.019083314332319454,0.015152886135469848,0.05527728767756582,-0.014612484400068283,-0.04425695392769538,0.0,-0.14395150863249678,-0.15710277165612624,-0.019851057939867876,-0.06746032729253054,-0.055934333957682936,-0.03278710306801392,-0.05345792541694581
EDU,-0.05880329324213672,-0.03399329620510194,-0.06400193976748025,-0.034784849858085914,0.1920416721534412,0.022325519915781272,0.06443978510084716,0.10180962860256129,0.01733045446388559,0.050701847215108765,-0.10557055997697115,-0.14395150863249684,-1.1102230246251565e-16,-0.26829905305872676,-0.07354285983314536,-0.09456870169532572,-0.06008002293746331,0.0013767638998614658,0.05510470974301787
PINCP_DECILE,-0.005707539453783158,-0.07169411581000468,0.09131694468840998,0.025278657749327915,0.08699489410478012,0.02491605633160459,0.034454626823285095,0.10846104617711955,0.0085354652612845,0.011991316438580306,-0.027408740981999715,-0.15710277165612624,-0.26829905305872664,-1.1102230246251565e-16,-0.08547648176201329,-0.09776930606180473,-0.0678557826192134,0.016808789864665687,0.07996578939152513
DVET,-0.0006831688199895017,-0.05773720200012542,0.11275242088999705,0.0029057974834027544,-0.004364035616801463,-0.025938774223051343,0.020004872660899724,0.038414397916300476,0.013087305162154513,-0.014209323470037723,-0.01174757534450381,-0.019851057939867876,-0.07354285983314537,-0.08547648176201328,2.220446049250313e-16,0.014733379880610312,0.0226397807510463,-0.00626372882863994,0.11890910028406676
DREM,-0.005539533151182395,-0.016082469923754922,-0.048095591830455836,-0.007488519961179441,0.03714672673839735,0.020474531517438874,-0.016393378488357285,0.004185466637459959,0.1710247472274025,-0.028455706252943545,-0.011574616727811165,-0.06746032729253051,-0.09456870169532569,-0.09776930606180473,0.01473337988061031,1.1102230246251565e-16,-0.009467402049546991,-0.0923953749663673,-0.06918639756168923
DPHY,6.937983974766729e-06,0.0350324244294618,-0.020404435839541914,0.02535073565341875,0.010125883359752109,-0.002902712466962697,-0.03922780899980191,-0.03770008700571076,0.1224011175023203,0.006726382675472737,-0.0021841558379408245,-0.05593433395768296,-0.06008002293746337,-0.06785578261921343,0.0226397807510463,-0.009467402049546991,0.0,-0.13873611518531323,-0.14431060232472634
DEYE,0.0002491058262573684,0.1058144110622756,0.02391678192473485,0.04442808569199932,-0.025864082310155,-0.01629648017971379,-0.08546723794836546,-0.07461000456692048,0.08810172141720035,-0.0017998314909874885,0.02092881952517857,-0.03278710306801392,0.0013767638998614658,0.016808789864665687,-0.00626372882863994,-0.0923953749663673,-0.13873611518531323,0.0,-0.2285377354314124
DEAR,-0.031617557189211845,0.21287668996847764,-0.01626850300287577,0.057806262787640145,-0.052243301563167796,-0.059772134422416454,-0.1395021867316916,-0.12507530310174822,0.09707853708930958,-0.04990459871833349,-0.013020614162216773,-0.05345792541694581,0.05510470974301787,0.07996578939152514,0.11890910028406676,-0.06918639756168923,-0.14431060232472634,-0.22853773543141237,0.0
