,feature,divergence
13,PINCP,8.345262063255575
1,AGEP,4.885098647057409
14,PINCP_DECILE,4.176323223611763
10,DENSITY,3.4727255880172727
0,PUMA,2.9070183459178858
15,POVPIP,2.8476458301995584
12,EDU,1.645220261971531
11,INDP_CAT,1.6431230407360242
7,NPF,0.9813293079963146
3,MSP,0.8855297867774485
5,RAC1P,0.32440791431829996
6,NOC,0.3019438012123792
2,SEX,0.14999158041277727
9,OWN_RENT,0.1313037084866995
18,DPHY,0.08037890222835137
17,DREM,0.06259308999338337
8,HOUSING_TYPE,0.06259170105510434
4,HISP,0.046164146857059954
20,DEAR,0.011818486653997456
19,DEYE,0.006189865912687224
16,DVET,0.005761551258170954
