,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1102230246251565e-16,0.004499775280949534,-0.05611498521734962,-0.01726109981755252,-0.026565172494652914,0.02008233949822176,-0.061840917590073076,0.0032697949697278114,0.020842754072510995,0.018516783606568984
AGEP,0.004499775280949534,0.0,-0.02934361391957197,0.16278603537563965,0.04033683847893091,0.1460100921607809,-0.12272690233606331,-0.13537511049819573,0.1334283815914541,-0.03345234209138859
SEX,-0.05611498521734961,-0.029343613919571965,0.0,-0.02618796111631282,0.04690839655459039,0.025814599060445174,0.01875549379556965,-0.014251870408324,0.01678469443377413,0.07143213425704129
MSP,-0.01726109981755252,0.16278603537563957,-0.02618796111631282,0.0,-0.043260070413429955,-0.007979522131370393,-0.2086812734933628,-0.07580192116875828,0.06355889273100516,0.16217401183850527
HISP,-0.02656517249465292,0.04033683847893091,0.04690839655459039,-0.043260070413429955,1.1102230246251565e-16,-0.1012155522632211,-0.00835298526369374,-0.007673306085765386,-0.07717898364711535,-0.01729364014063231
RAC1P,0.02008233949822176,0.14601009216078087,0.025814599060445177,-0.00797952213137039,-0.1012155522632211,0.0,-0.07918912399019055,-0.08839647349584762,-0.06440876762164875,0.12524832604656294
NOC,-0.061840917590073076,-0.12272690233606337,0.01875549379556965,-0.2086812734933628,-0.008352985263693796,-0.07918912399019057,2.220446049250313e-16,-0.0267658145889077,-0.22027985897686542,-0.2084755198036763
NPF,0.0032697949697278114,-0.13537511049819573,-0.014251870408324,-0.07580192116875833,-0.007673306085765386,-0.08839647349584762,-0.0267658145889077,1.1102230246251565e-16,-0.05904547767945152,-0.08016435031647523
OWN_RENT,0.020842754072510992,0.13342838159145406,0.01678469443377413,0.06355889273100516,-0.07717898364711535,-0.06440876762164875,-0.22027985897686542,-0.05904547767945152,0.0,0.09131476250041529
PINCP_DECILE,0.01851678360656899,-0.03345234209138859,0.0714321342570413,0.16217401183850524,-0.01729364014063231,0.12524832604656294,-0.2084755198036763,-0.08016435031647529,0.09131476250041529,0.0
