,Target samples,Deid. samples
0,264,0
1,0,0
2,58,1
3,2102,67
4,0,0
5,2807,136
6,248,16
7,0,0
8,0,0
9,480,49
10,660,76
11,17,2
12,2759,381
13,610,88
14,0,0
15,2579,439
16,207,38
17,0,0
18,0,0
19,0,0
20,4,1
21,1351,363
22,1880,540
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,31,13
31,1091,480
32,0,0
33,0,0
34,0,0
35,482,263
36,78,44
37,0,0
38,0,0
39,0,0
40,244,163
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,3,3
51,0,0
52,0,0
53,0,0
54,0,0
55,5644,6938
56,1172,1470
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,7,17
72,0,0
73,34,93
74,49,140
75,0,0
76,150,488
77,0,0
78,0,0
79,7,26
80,0,0
81,0,0
82,8,37
83,0,0
84,0,0
85,2014,11634
86,0,0
87,0,0
88,36,271
89,0,0
90,160,1431
91,0,0
92,3,36
93,4,54
94,0,0
95,10,189
96,0,0
97,0,0
98,0,0
99,0,1266
