,Target samples,Deid. samples
0,4247,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,71,18
21,0,0
22,0,0
23,5017,1466
24,0,0
25,0,0
26,20,7
27,0,0
28,53,21
29,0,0
30,1445,618
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,393,268
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,1740,1897
53,8465,9452
54,0,0
55,0,0
56,1766,2379
57,528,722
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,2960,5604
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,21,55
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,99,367
80,0,0
81,0,0
82,8,37
83,261,1250
84,0,0
85,0,0
86,90,555
87,0,0
88,20,152
89,0,0
90,0,0
91,0,0
92,26,295
93,0,0
94,0,0
95,16,294
96,0,0
97,0,0
98,0,0
99,7,1796
