,feature,divergence
22,PWGTP,9.201905957054294
23,WGTP,7.699051979070407
1,AGEP,7.03801261050656
11,INDP,5.96277784525315
14,PINCP,5.84945962083893
13,EDU,4.2457668029435816
15,PINCP_DECILE,4.124054547033788
12,INDP_CAT,3.7802602074184812
16,POVPIP,3.6013402104941106
10,DENSITY,1.938312226535361
0,PUMA,1.7649378573033143
9,OWN_RENT,1.0178526487902264
5,RAC1P,0.9029740485052536
2,SEX,0.586799485951729
7,NPF,0.5609234628149233
6,NOC,0.25561397124296364
4,HISP,0.13914569634206486
3,MSP,0.12081713158636233
8,HOUSING_TYPE,0.06509369673164064
19,DPHY,0.030714002867597547
18,DREM,0.013042193491229231
20,DEYE,0.007149856220276207
17,DVET,0.0029416419270130714
21,DEAR,0.0025533347718317938
