,feature,divergence
1,AGEP,9.063521823908804
23,WGTP,7.755436569442487
22,PWGTP,7.464361066179055
14,PINCP,4.566269284712482
11,INDP,3.689980560840434
13,EDU,2.89848083676037
12,INDP_CAT,2.8724799224591533
15,PINCP_DECILE,2.2898317466840172
16,POVPIP,1.1637079836159239
3,MSP,0.3522538750829005
10,DENSITY,0.34254018303045286
7,NPF,0.3190693400715387
6,NOC,0.2702941898963025
0,PUMA,0.09682178648148376
9,OWN_RENT,0.08701005818052895
2,SEX,0.07974498528761276
5,RAC1P,0.048173649020336454
19,DPHY,0.0445210686845377
8,HOUSING_TYPE,0.041067116781921376
18,DREM,0.03189614662167876
4,HISP,0.027244186332254373
20,DEYE,0.013643003233020201
17,DVET,0.010018263174392562
21,DEAR,0.009767154432728905
