,feature,divergence
22,PWGTP,9.027516324054458
11,INDP,6.563733393043738
14,PINCP,5.429287390026935
16,POVPIP,5.401584252865017
1,AGEP,5.161066537277396
23,WGTP,4.361565970261622
10,DENSITY,3.804515824279641
13,EDU,2.8766296346615117
12,INDP_CAT,2.8115184767995354
7,NPF,2.0964192586403123
15,PINCP_DECILE,1.850435875246295
0,PUMA,0.8009111333114999
3,MSP,0.7615838745668284
5,RAC1P,0.3807015316823382
6,NOC,0.3574466393562213
9,OWN_RENT,0.2193248794427577
17,DVET,0.1284205050359444
4,HISP,0.11176916428151518
2,SEX,0.07184546279586035
21,DEAR,0.045212470207423625
20,DEYE,0.03834963430866216
8,HOUSING_TYPE,0.03653066567503643
19,DPHY,0.03631174481661201
18,DREM,0.03471578261938458
