,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1435297153639112e-14,0.4350440341549302,-0.1634139084039963,-0.2752056471271647,,,-0.2632634697524848,0.2888163444915182,,0.8004204796197647,
AGEP,0.4350440341549302,1.1102230246251565e-16,0.25954822481210105,-1.020674482245023,,,-0.3481978955552588,-0.14075360357440725,,-0.2202524905798584,
SEX,-0.1634139084039963,0.25954822481210105,0.0,-0.24740264363184195,,,-0.20883499747834855,0.1020738751150621,,-0.30698927099248086,
MSP,-0.2752056471271647,-1.020674482245023,-0.24740264363184195,0.0,,,1.3059737772512356,1.1021364507596698,,-0.5307821570915554,
HISP,,,,,,,,,,,
RAC1P,,,,,,,,,,,
NOC,-0.2632634697524848,-0.3481978955552588,-0.20883499747834855,1.3059737772512356,,,-2.220446049250313e-16,0.10049818009657929,,-0.011419449482564181,
NPF,0.2888163444915182,-0.14075360357440725,0.1020738751150621,1.1021364507596698,,,0.10049818009657929,-3.3306690738754696e-16,,0.26237473271207107,
OWN_RENT,,,,,,,,,,,
PINCP_DECILE,0.8004204796197647,-0.2202524905798584,-0.30698927099248086,-0.5307821570915554,,,-0.011419449482564181,0.26237473271207107,,0.0,
DEYE,,,,,,,,,,,
