,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.1102230246251565e-16,-0.04716080068545975,-0.006290375865723331,-0.0787872515748721,,,0.08056941461818753,0.11629952929672072,,-0.02762990349197568
AGEP,-0.04716080068545975,0.0,-0.07492688556562499,0.20088825562104165,,,0.0008629162097732457,-0.05811049975288668,,-0.35708469590114456
SEX,-0.006290375865723331,-0.07492688556562499,0.0,-0.0802693454494042,,,-0.06638691639832356,-0.08885036804279586,,-0.3569674379758776
MSP,-0.0787872515748721,0.20088825562104162,-0.0802693454494042,0.0,,,-0.3079332095586907,-0.3438730407266239,,0.21321018662974822
HISP,,,,,,,,,,
RAC1P,,,,,,,,,,
NOC,0.08056941461818755,0.0008629162097731902,-0.06638691639832357,-0.3079332095586907,,,2.220446049250313e-16,0.2964541038247622,,0.12976100159816867
NPF,0.11629952929672072,-0.05811049975288668,-0.08885036804279584,-0.34387304072662395,,,0.2964541038247622,1.1102230246251565e-16,,0.14516086119905744
OWN_RENT,,,,,,,,,,
PINCP_DECILE,-0.02762990349197568,-0.35708469590114456,-0.35696743797587766,0.2132101866297482,,,0.12976100159816867,0.14516086119905744,,0.0
