,feature,divergence
22,PWGTP,14.369128129846096
23,WGTP,12.175677785294269
11,INDP,9.266155975522631
1,AGEP,8.15932841221595
16,POVPIP,3.3815740504346197
15,PINCP_DECILE,2.333393800855633
14,PINCP,2.235515873015873
13,EDU,2.2105739470152805
12,INDP_CAT,1.746358164857777
7,NPF,1.2887305434687382
3,MSP,0.6391726620618124
6,NOC,0.4087655441830876
0,PUMA,0.20391301843654575
10,DENSITY,0.16705521836186993
9,OWN_RENT,0.15967431330311266
2,SEX,0.1177665135279723
5,RAC1P,0.08793396783784288
18,DREM,0.08067109726184565
19,DPHY,0.07169626795960195
8,HOUSING_TYPE,0.05143234430161425
4,HISP,0.025005690573553865
17,DVET,0.016979519752829193
20,DEYE,0.005548831629442986
21,DEAR,0.0035027098328745815
