,DENSITY,DPHY,DREM,PINCP_DECILE,HISP,HOUSING_TYPE,DVET,EDU,MSP,PUMA,NPF,DEAR,RAC1P,SEX,INDP_CAT,DEYE,OWN_RENT,AGEP,NOC
DENSITY,0.0,0.034577819278637754,0.004001320733044701,0.017483090538633707,-0.2187417183624933,-0.04929770475208066,0.02443037082261773,0.006860289445068141,-0.011088333849214142,0.06929213031890069,0.01760949028322944,-0.04042473052127004,0.0014963935264784567,0.005837249591971192,-0.033325239753622095,0.025474462724613366,0.035978681248034994,-0.05749755110693794,0.0542605228949624
DPHY,0.034577819278637754,-2.220446049250313e-16,-0.0093760632455262,0.01092823347063504,0.02636640484584636,0.0003550949630748701,0.00790270975961612,0.0258654469804685,0.05989601988493193,-0.016386911194586445,-0.041800347339902566,-0.047743219023418264,0.01943715208096425,0.03852593864494174,-0.009889668684547215,0.0628435700853637,-0.0024755260481224978,0.10781646816570806,0.2602857876217224
DREM,0.004001320733044701,-0.0093760632455262,-9.658940314238862e-15,0.013212859443675229,0.0269321881324205,0.03676092692050019,0.0175704829263326,0.0359692128783613,0.06385751373984544,-0.039089599143193404,-0.01783710199205374,-0.035585925850314774,0.0020505256432631104,0.007582779829593191,-0.010532272496560247,-0.008332962298609616,-0.03922190528412978,0.08861997416061257,0.2657555256490111
PINCP_DECILE,0.017483090538633707,0.01092823347063504,0.013212859443675229,0.0,0.10694939583546889,-0.044549933043549955,-0.021230732571167053,-0.12187768186533154,0.08068137317285637,0.05563952615173259,0.09155920903693004,0.03204472330671003,0.12716994761613468,0.036624968872816986,0.03678702694953612,-0.017353452690996404,0.01178904413507274,0.07182016622818693,0.23044161317769282
HISP,-0.2187417183624933,0.02636640484584636,0.0269321881324205,0.10694939583546889,-1.199040866595169e-14,-0.0022218680476767706,0.05988553095130356,0.1367773159299619,0.021995431862092282,-0.31487630602068806,-0.09011205241779331,-0.09755200362990601,0.0185037340137979,-0.04213658327032967,0.019842860041052256,0.05603727601809899,-0.09175777325699175,0.03267168334535741,-0.042757295417949454
HOUSING_TYPE,-0.04929770475208066,0.0003550949630748701,0.03676092692050019,-0.044549933043549955,-0.0022218680476767706,7.105427357601002e-15,0.03622439308404786,-0.014506825925709572,-0.04984254273467145,-0.04743014167231264,-0.048748737951260834,-0.010132987138277979,-0.008981071320965268,0.07331207967371546,0.009293334211209361,-0.015194875218466127,-0.046399590493051646,0.0709559447929822,-0.014778471610237764
DVET,0.02443037082261773,0.00790270975961612,0.0175704829263326,-0.021230732571167053,0.05988553095130356,0.03622439308404786,5.1958437552457326e-14,0.010142622773195945,0.028575588258499894,0.025726898527872598,-0.015614886230350246,0.03413354021490374,0.027895538172248872,0.07534191660854907,0.012970194593388492,-0.007401687197877385,0.014477813553380074,-0.06638215660385782,0.008620529296680174
EDU,0.006860289445068141,0.0258654469804685,0.0359692128783613,-0.12187768186533154,0.1367773159299619,-0.014506825925709572,0.010142622773195945,-1.887379141862766e-15,0.01711942057444299,-0.002677779637299968,0.0607876859600181,-0.0016804571075706796,0.09301189338320692,-0.018884723969323634,-0.06268341771834884,-0.0430420153360596,0.03293228177955457,0.0761015806636251,0.2306577391580858
MSP,-0.011088333849214142,0.05989601988493193,0.06385751373984544,0.08068137317285637,0.021995431862092282,-0.04984254273467145,0.028575588258499894,0.01711942057444299,5.662137425588298e-15,-0.026867088680119996,0.07925670299006388,-0.021068090725323618,0.01595996557685576,0.022939094546725675,0.031550629416709663,0.013831169142851651,-0.027267168456753046,0.11810410789221595,0.2823241555984585
PUMA,0.06929213031890069,-0.016386911194586445,-0.039089599143193404,0.05563952615173259,-0.31487630602068806,-0.04743014167231264,0.025726898527872598,-0.002677779637299968,-0.026867088680119996,3.1086244689504383e-15,-0.06068672226040492,-0.056644540105130536,-0.0677221122445812,-0.01916392482967981,-0.05705799880765326,0.023564464090783374,-0.0075776397137040305,0.009341903182628855,-0.07812777878386411
NPF,0.01760949028322944,-0.041800347339902566,-0.01783710199205374,0.09155920903693004,-0.09011205241779331,-0.048748737951260834,-0.015614886230350246,0.0607876859600181,0.07925670299006388,-0.06068672226040492,7.771561172376096e-16,-0.05113507077144554,-0.06154340287042177,-0.04146244444434863,-0.014803947079818275,-0.0009118283057211194,0.09375227249276535,0.08742014623176951,-0.02567961734744839
DEAR,-0.04042473052127004,-0.047743219023418264,-0.035585925850314774,0.03204472330671003,-0.09755200362990601,-0.010132987138277979,0.03413354021490374,-0.0016804571075706796,-0.021068090725323618,-0.056644540105130536,-0.05113507077144554,3.219646771412954e-15,-0.04558351060114309,-0.01372804492381519,-0.059363147175570494,-0.20311416988925757,-0.011108284598008396,0.20778937708777903,-0.050030757986244956
RAC1P,0.0014963935264784567,0.01943715208096425,0.0020505256432631104,0.12716994761613468,0.0185037340137979,-0.008981071320965268,0.027895538172248872,0.09301189338320692,0.01595996557685576,-0.0677221122445812,-0.06154340287042177,-0.04558351060114309,1.4432899320127035e-15,0.0037145640960040433,0.01836376282221796,0.0025095504542089787,-0.07043520158462961,0.052415144709974264,-0.021039417887902895
SEX,0.005837249591971192,0.03852593864494174,0.007582779829593191,0.036624968872816986,-0.04213658327032967,0.07331207967371546,0.07534191660854907,-0.018884723969323634,0.022939094546725675,-0.01916392482967981,-0.04146244444434863,-0.01372804492381519,0.0037145640960040433,1.4099832412739488e-14,-0.04910169456549321,-0.028507832701428357,-0.06683534976105418,-0.0964129284743915,-0.026298118511251196
INDP_CAT,-0.033325239753622095,-0.009889668684547215,-0.010532272496560247,0.03678702694953612,0.019842860041052256,0.009293334211209361,0.012970194593388492,-0.06268341771834884,0.031550629416709663,-0.05705799880765326,-0.014803947079818275,-0.059363147175570494,0.01836376282221796,-0.04910169456549321,-1.4432899320127035e-15,-0.023831850480228317,-0.03700066748533565,0.0783519379059841,0.14716025393009102
DEYE,0.025474462724613366,0.0628435700853637,-0.008332962298609616,-0.017353452690996404,0.05603727601809899,-0.015194875218466127,-0.007401687197877385,-0.0430420153360596,0.013831169142851651,0.023564464090783374,-0.0009118283057211194,-0.20311416988925757,0.0025095504542089787,-0.028507832701428357,-0.023831850480228317,1.27675647831893e-14,0.01340571936315721,0.0931456786549442,-0.02181901447131038
OWN_RENT,0.035978681248034994,-0.0024755260481224978,-0.03922190528412978,0.01178904413507274,-0.09175777325699175,-0.046399590493051646,0.014477813553380074,0.03293228177955457,-0.027267168456753046,-0.0075776397137040305,0.09375227249276535,-0.011108284598008396,-0.07043520158462961,-0.06683534976105418,-0.03700066748533565,0.01340571936315721,1.709743457922741e-14,-0.007151890950699236,0.02336362090874139
AGEP,-0.05749755110693794,0.10781646816570806,0.08861997416061257,0.07182016622818693,0.03267168334535741,0.0709559447929822,-0.06638215660385782,0.0761015806636251,0.11810410789221595,0.009341903182628855,0.08742014623176951,0.20778937708777903,0.052415144709974264,-0.0964129284743915,0.0783519379059841,0.0931456786549442,-0.007151890950699236,-1.3322676295501878e-15,0.266409209853816
NOC,0.0542605228949624,0.2602857876217224,0.2657555256490111,0.23044161317769282,-0.042757295417949454,-0.014778471610237764,0.008620529296680174,0.2306577391580858,0.2823241555984585,-0.07812777878386411,-0.02567961734744839,-0.050030757986244956,-0.021039417887902895,-0.026298118511251196,0.14716025393009102,-0.02181901447131038,0.02336362090874139,0.266409209853816,4.440892098500626e-16
