,feature,divergence
1,AGEP,3.4563239308462235
23,WGTP,2.5670105267599093
22,PWGTP,2.378109452736318
11,INDP,1.1838233761179715
14,PINCP,0.9565172802789457
15,PINCP_DECILE,0.7942518716029124
10,DENSITY,0.6478965184402483
13,EDU,0.4698892980247755
12,INDP_CAT,0.4624864198731981
16,POVPIP,0.4243897580761987
7,NPF,0.24554177005789912
6,NOC,0.0921132323897301
5,RAC1P,0.04750969116863554
0,PUMA,0.04652261596081819
4,HISP,0.03167966661317283
3,MSP,0.02294024220766322
9,OWN_RENT,0.020148996494017503
17,DVET,0.013803589971814273
2,SEX,0.011661807580174877
21,DEAR,0.010663335362687813
8,HOUSING_TYPE,0.008012414812714553
19,DPHY,0.007612840771114203
18,DREM,0.003052583656657941
20,DEYE,0.0022597874011657873
