,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,1.1102230246251565e-16,0.028686557998807503,0.0002963827743909992,-0.011282632110916053,-0.03531058387157612,-0.021359271636731826,-0.0012800924882919364,0.037529004893588444,-0.027040529653070036,-0.01892325569661031,0.005037782773262454
AGEP,0.028686557998807507,0.0,-0.04423832175010436,-0.003240653006813421,0.16825191449059318,0.09816332217894061,0.04272589021128975,0.12672134779297356,0.10403340228386537,-0.019642869107562022,0.09718331567745092
SEX,0.0002963827743909992,-0.04423832175010435,0.0,-0.02273622127767982,0.015068680369967521,-0.0036347299744359787,0.02790055803551809,0.03958820276276099,-0.01765774291872098,0.12842944964673364,0.015419515939563139
MSP,-0.011282632110916053,-0.003240653006813421,-0.02273622127767982,0.0,0.013990145025338492,-0.02051549902252326,0.13917753894153848,0.1604715897628001,-0.03641767013743326,0.018144097267491832,0.05320355786532352
HISP,-0.03531058387157612,0.16825191449059318,0.015068680369967521,0.013990145025338492,1.1102230246251565e-16,-0.07818569364276143,-0.13800346933663432,-0.12875061307900193,-0.02645347947289018,0.1258064316750873,-0.023396816537242376
RAC1P,-0.021359271636731826,0.0981633221789406,-0.003634729974435978,-0.020515499022523257,-0.07818569364276143,0.0,-0.04017145123826393,-0.05042242311669671,-0.03117133803215863,0.07933594511729909,-0.016382039328048
NOC,-0.0012800924882919364,0.04272589021128975,0.02790055803551809,0.13917753894153848,-0.13800346933663438,-0.04017145123826394,0.0,-0.005200734188358869,-0.1489512495266924,0.009665552841011005,-0.07694109217322634
NPF,0.037529004893588444,0.12672134779297356,0.03958820276276099,0.16047158976280004,-0.12875061307900193,-0.0504224231166967,-0.005200734188358869,1.1102230246251565e-16,0.004598443863152436,0.08611740954458119,-0.06490003489402095
OWN_RENT,-0.027040529653070043,0.10403340228386537,-0.017657742918720982,-0.03641767013743326,-0.02645347947289018,-0.031171338032158623,-0.1489512495266924,0.0045984438631524365,0.0,0.052184849127441965,-0.0028609863565233285
PINCP_DECILE,-0.01892325569661031,-0.019642869107562022,0.12842944964673364,0.018144097267491832,0.1258064316750873,0.0793359451172991,0.009665552841011005,0.08611740954458119,0.05218484912744198,-1.1102230246251565e-16,-0.0015863343721672497
DEYE,0.005037782773262454,0.09718331567745092,0.015419515939563139,0.05320355786532352,-0.023396816537242373,-0.016382039328048,-0.07694109217322634,-0.06490003489402095,-0.0028609863565233285,-0.0015863343721672497,0.0
