,Target samples,Deid. samples
0,5,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,15,2
13,0,0
14,18,3
15,11,2
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,808,282
27,314,117
28,99,41
29,0,0
30,912,385
31,0,0
32,1086,508
33,7044,3517
34,1391,709
35,1712,908
36,2431,1354
37,0,0
38,883,538
39,3845,2497
40,30,20
41,0,0
42,18,13
43,27,20
44,90,70
45,0,0
46,0,0
47,692,604
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,4324,5240
56,44,55
57,0,0
58,0,0
59,218,312
60,0,0
61,75,116
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,345,914
74,0,0
75,1,3
76,0,0
77,0,0
78,174,618
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,495,2536
85,0,0
86,0,0
87,0,0
88,32,238
89,0,0
90,0,0
91,0,0
92,21,243
93,38,479
94,0,0
95,16,282
96,0,0
97,0,0
98,26,1181
99,13,3446
