,Target samples,Deid. samples
0,13,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,9,3
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,19,11
38,0,0
39,66,42
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,1925,1598
46,0,0
47,133,118
48,4444,4112
49,0,0
50,4,4
51,1989,2038
52,352,385
53,0,0
54,0,0
55,154,186
56,3,4
57,0,0
58,0,0
59,108,154
60,16,24
61,0,0
62,0,0
63,0,0
64,4,7
65,0,0
66,0,0
67,8,16
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,18,57
77,0,0
78,4,14
79,0,0
80,0,0
81,6,26
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,1,14
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,463
