,Target samples,Deid. samples
0,1340,0
1,363,4
2,64,1
3,561,16
4,43,2
5,120,6
6,429,26
7,0,0
8,0,0
9,41,4
10,36,4
11,0,0
12,433,58
13,0,0
14,1106,176
15,231,41
16,0,0
17,0,0
18,350,77
19,0,0
20,0,0
21,0,0
22,0,0
23,17,5
24,19,6
25,12,4
26,0,0
27,0,0
28,0,0
29,0,0
30,33,14
31,982,444
32,63,29
33,0,0
34,1500,780
35,134,71
36,120,68
37,0,0
38,44,27
39,0,0
40,122,82
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,31,26
47,0,0
48,1167,1083
49,52,49
50,12,12
51,0,0
52,13482,14430
53,43,48
54,0,0
55,0,0
56,12,16
57,0,0
58,0,0
59,184,265
60,0,0
61,156,248
62,1486,2424
63,0,0
64,0,0
65,28,51
66,0,0
67,263,526
68,0,0
69,458,1037
70,933,2200
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,783,2880
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,13
