,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-7.771561172376096e-16,0.0017065810815900806,0.04537310036520756,0.06983523371791231,0.048186050073032935,0.024751652058524067,-0.4422880329368533,-0.4971898661670259,-0.05066440143741146,
SEX,0.0017065810815900806,0.0,-0.03020715088897668,-0.011279420135924985,0.008049490364223876,0.014728882392423901,-0.0027824397154701842,0.1554036457455119,0.07036720981838583,
MSP,0.04537310036520756,-0.03020715088897668,-3.885780586188048e-15,0.019412973221866525,-0.13519101981984105,0.07632914643658494,-0.2068084358162763,-0.11129735143803213,-0.054387103143762966,
RAC1P,0.06983523371791231,-0.011279420135924985,0.019412973221866525,0.0,-0.0033356366031200083,-0.029341028403594503,0.040079163444155755,0.0931572401961432,-0.004016110924212752,
HOUSING_TYPE,0.048186050073032935,0.008049490364223876,-0.13519101981984105,-0.0033356366031200083,-6.217248937900877e-15,0.5224826290407563,0.04893819507791147,0.19316149697760632,0.0037349583226902695,
OWN_RENT,0.024751652058524067,0.014728882392423901,0.07632914643658494,-0.029341028403594503,0.5224826290407563,0.0,-0.0013040525723156098,-0.06653396969835325,0.006059885267538945,
EDU,-0.4422880329368533,-0.0027824397154701842,-0.2068084358162763,0.040079163444155755,0.04893819507791147,-0.0013040525723156098,-4.440892098500626e-15,-0.6665662112373655,-0.011725499764289146,
PINCP_DECILE,-0.4971898661670259,0.1554036457455119,-0.11129735143803213,0.0931572401961432,0.19316149697760632,-0.06653396969835325,-0.6665662112373655,1.6653345369377348e-15,-0.04238131844851046,
DVET,-0.05066440143741146,0.07036720981838583,-0.054387103143762966,-0.004016110924212752,0.0037349583226902695,0.006059885267538945,-0.011725499764289146,-0.04238131844851046,0.0,
DEYE,,,,,,,,,,
