,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.0016599251088568467,0.1114866770873851,-0.07975304805443889,-0.010711279440139929,-0.04627727258100596,0.11601032963736024,0.08294120092830926,-0.035950911315954626,0.05595076189736223
SEX,-0.0016599251088568329,-1.1102230246251565e-16,-6.851517851495098e-05,-0.03975120626443267,0.012243503517742827,-0.014239565134178301,0.0008578405116976412,-0.0112538742011562,0.04057056102031019,-0.010631458045443028
MSP,0.11148667708738508,-6.851517851495098e-05,-1.1102230246251565e-16,-0.19178332031162834,-0.0805298092202637,-0.05945676935731775,0.10036046915830052,0.12552156992208535,0.0014554390179128277,0.014880095241600132
RAC1P,-0.07975304805443888,-0.039751206264432674,-0.19178332031162834,-1.1102230246251565e-16,-0.017918652305500094,0.023378602214525618,-0.12225438040496292,-0.11219988338861153,-0.015612968318022905,-0.0153689713906187
HOUSING_TYPE,-0.010711279440139936,0.012243503517742827,-0.0805298092202637,-0.017918652305500087,0.0,0.19772014018826536,0.01497128939598996,0.04851765204838694,0.01789048138670443,-0.4193386807833582
OWN_RENT,-0.046277272581005974,-0.014239565134178301,-0.05945676935731776,0.02337860221452561,0.19772014018826534,0.0,-0.06319688635592853,-0.07414482123845034,-0.022845853156403906,0.07657357517602073
EDU,0.11601032963736013,0.0008578405116976481,0.10036046915830052,-0.12225438040496293,0.014971289395989965,-0.06319688635592854,-2.220446049250313e-16,0.09740135712840547,-0.007859201336665567,-0.009433976150909419
PINCP_DECILE,0.08294120092830926,-0.0112538742011562,0.12552156992208532,-0.11219988338861152,0.04851765204838695,-0.07414482123845034,0.09740135712840559,0.0,-0.021389541104307713,-0.0012191776145316206
DVET,-0.03595091131595461,0.040570561020310175,0.0014554390179128281,-0.015612968318022905,0.01789048138670443,-0.022845853156403903,-0.007859201336665594,-0.021389541104307713,2.220446049250313e-16,0.006037370485026472
DEYE,0.05595076189736223,-0.010631458045443031,0.014880095241600135,-0.0153689713906187,-0.4193386807833582,0.07657357517602073,-0.009433976150909419,-0.0012191776145316206,0.006037370485026472,1.1102230246251565e-16
