,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,1.2212453270876722e-15,0.0074427340407701055,-0.031675387563068216,0.04427091313251875,-0.03221708940923755,0.06449742830210134,-0.05804112008998593,-0.033764569393373745,0.03067884204631672,0.012868715962518585
AGEP,0.0074427340407701055,3.3306690738754696e-16,-0.015977123168498163,0.05773511423273202,0.04722776961044581,0.12888434474296132,0.15793184908116648,0.01841248790956057,0.030200956196922313,-0.5704823359193137
SEX,-0.031675387563068216,-0.015977123168498163,-3.552713678800501e-15,0.04638917875042596,-0.1997363022199928,-0.009950248759820023,-0.020257782004413534,-0.0946458018760485,-0.21624967092785413,0.03586894999560368
MSP,0.04427091313251875,0.05773511423273202,0.04638917875042596,-9.992007221626409e-16,-0.059353070294938165,0.010363485429835985,0.27741651052973376,0.2396114728858163,-0.06836473004546548,-0.17933680609158326
HISP,-0.03221708940923755,0.04722776961044581,-0.1997363022199928,-0.059353070294938165,8.881784197001252e-16,-0.1731009214544431,-0.03318926349037477,0.06261646340918388,0.10326077928719468,0.08748231845342445
RAC1P,0.06449742830210134,0.12888434474296132,-0.009950248759820023,0.010363485429835985,-0.1731009214544431,-1.3322676295501878e-15,-0.058353477091268695,-0.09867850735842278,-0.10676866868296526,0.11878811876171914
NOC,-0.05804112008998593,0.15793184908116648,-0.020257782004413534,0.27741651052973376,-0.03318926349037477,-0.058353477091268695,-2.6645352591003757e-15,-0.4270838323201238,-0.30057894392517226,0.22885197719333805
NPF,-0.033764569393373745,0.01841248790956057,-0.0946458018760485,0.2396114728858163,0.06261646340918388,-0.09867850735842278,-0.4270838323201238,0.0,0.0599079383561376,0.24819640787832764
OWN_RENT,0.03067884204631672,0.030200956196922313,-0.21624967092785413,-0.06836473004546548,0.10326077928719468,-0.10676866868296526,-0.30057894392517226,0.0599079383561376,3.774758283725532e-15,0.05041160687306652
PINCP_DECILE,0.012868715962518585,-0.5704823359193137,0.03586894999560368,-0.17933680609158326,0.08748231845342445,0.11878811876171914,0.22885197719333805,0.24819640787832764,0.05041160687306652,0.0
