,Target samples,Deid. samples
0,54,0
1,0,0
2,0,0
3,0,0
4,0,0
5,21,1
6,0,0
7,0,0
8,0,0
9,10,1
10,0,0
11,0,0
12,0,0
13,74,11
14,0,0
15,40,7
16,0,0
17,70,14
18,95,21
19,22,5
20,171,43
21,301,79
22,77,22
23,110,32
24,234,73
25,446,150
26,1617,568
27,8,3
28,19290,7703
29,0,0
30,7,3
31,3183,1418
32,1009,483
33,105,52
34,27,14
35,0,0
36,0,0
37,0,0
38,110,67
39,80,52
40,0,0
41,0,0
42,0,0
43,13,10
44,10,8
45,36,30
46,0,0
47,8,7
48,13,12
49,0,0
50,12,12
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
