,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-2.220446049250313e-16,0.03027642671878971,-0.10440562562720612,0.013273447715835232,0.02410354096977953,0.0012448853317038149,-0.04833226080198527,-0.005883026831770943,-0.06167055396376525,0.045834377710300495
SEX,0.03027642671878971,0.0,0.01533906404838984,0.08507571994418042,0.008600522401180168,-0.03230328239535944,0.03752428270236849,-0.05640955409738488,0.0759574575154766,0.0090242967314678
MSP,-0.10440562562720612,0.01533906404838984,0.0,0.03590432530963234,0.007022524913101791,0.06488615784530775,-0.13012426133262936,-0.20924401389242975,0.014846095498640794,0.019161776199657407
RAC1P,0.013273447715835232,0.08507571994418044,0.03590432530963234,0.0,-0.035171659974799575,0.20973436622636038,0.09559488869024287,0.0006967202501816094,0.0049669114057044675,-0.034585840226735144
HOUSING_TYPE,0.02410354096977953,0.008600522401180168,0.007022524913101791,-0.035171659974799575,0.0,0.028765123804083248,-0.026691758606592647,0.005358674659946938,-0.0009358047039928978,0.019683159240826295
OWN_RENT,0.0012448853317038114,-0.032303282395359456,0.06488615784530774,0.20973436622636038,0.028765123804083248,-1.1102230246251565e-16,0.03756525705596442,-0.043741311099882565,-0.006808957119022015,-0.04118257081992481
EDU,-0.04833226080198527,0.0375242827023685,-0.13012426133262933,0.09559488869024285,-0.02669175860659266,0.037565257055964425,-2.220446049250313e-16,0.023419607979093593,0.004892066327359418,0.022537329118608875
PINCP_DECILE,-0.005883026831770999,-0.056409554097384906,-0.20924401389242975,0.0006967202501816094,0.005358674659946938,-0.043741311099882565,0.023419607979093593,2.220446049250313e-16,-0.027217012746554855,-0.008042411951705247
DVET,-0.06167055396376525,0.0759574575154766,0.014846095498640794,0.0049669114057044675,-0.000935804703992898,-0.006808957119022015,0.004892066327359416,-0.02721701274655486,0.0,0.04133362190270845
DEYE,0.045834377710300495,0.009024296731467799,0.01916177619965741,-0.03458584022673515,0.019683159240826295,-0.04118257081992481,0.022537329118608875,-0.00804241195170525,0.04133362190270846,-1.1102230246251565e-16
