,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-1.7208456881689926e-14,-0.005534166835363844,0.14583287612166332,0.006398042448646189,-0.038050009449673516,-0.2814266436277469,0.08224193369932073,0.07971112809817463,-0.15882241708516878,0.026635680399941308
AGEP,-0.005534166835363844,-1.9984014443252818e-15,0.05485077770193046,-0.10286701045360505,-0.016976763359475844,-0.009470921968377621,-0.003325760704361802,-0.0017736595137839983,-0.0029513141780314125,0.0855970913032823
SEX,0.14583287612166332,0.05485077770193046,0.0,0.17393921344771876,-0.006613634682807536,-0.0564868442802993,-0.0816345080838766,-0.10119458213918844,0.13214465745013296,-0.04008326453770625
MSP,0.006398042448646189,-0.10286701045360505,0.17393921344771876,0.0,-0.0015846220928226844,-0.021355110282401207,0.0362340324128943,-0.020173420854614432,0.11189828523141736,-0.16139519463202978
HISP,-0.038050009449673516,-0.016976763359475844,-0.006613634682807536,-0.0015846220928226844,-1.2878587085651816e-14,-0.07432700734954903,-0.00545663491892975,-0.0367027127930527,0.02215639585095367,-0.05467649661614217
RAC1P,-0.2814266436277469,-0.009470921968377621,-0.0564868442802993,-0.021355110282401207,-0.07432700734954903,0.0,0.04627453261606995,-0.011579610260388958,0.2234002266640195,-0.05575460463365117
NOC,0.08224193369932073,-0.003325760704361802,-0.0816345080838766,0.0362340324128943,-0.00545663491892975,0.04627453261606995,-1.5210055437364645e-14,0.006764932474218055,-0.08294655597932986,-0.011294456858633006
NPF,0.07971112809817463,-0.0017736595137839983,-0.10119458213918844,-0.020173420854614432,-0.0367027127930527,-0.011579610260388958,0.006764932474218055,-4.884981308350689e-15,-0.12097401598831575,0.0917762804753246
OWN_RENT,-0.15882241708516878,-0.0029513141780314125,0.13214465745013296,0.11189828523141736,0.02215639585095367,0.2234002266640195,-0.08294655597932986,-0.12097401598831575,-4.440892098500626e-15,-0.12167379272171039
PINCP_DECILE,0.026635680399941308,0.0855970913032823,-0.04008326453770625,-0.16139519463202978,-0.05467649661614217,-0.05575460463365117,-0.011294456858633006,0.0917762804753246,-0.12167379272171039,1.6653345369377348e-15
