,INDP,count_target,count_deidentified
6,4670,18,0.0
0,4690,5,0.0
2,4770,9,0.0
16,4780,3,0.0
17,4795,24,0.0
10,4870,4,0.0
8,4880,3,0.0
18,4890,2,0.0
7,4971,30,0.0
30,4972,1,0.0
22,4980,4,0.0
24,4990,3,0.0
5,5070,18,0.0
21,5080,7,0.0
28,5090,2,0.0
4,5170,21,0.0
29,5180,2,0.0
25,5190,3,0.0
19,5275,7,0.0
26,5295,2,0.0
14,5370,1,0.0
12,5381,10,0.0
3,5391,24,0.0
23,5470,4,0.0
27,5480,2,0.0
13,5490,2,0.0
1,5570,5,0.0
15,5580,4,0.0
20,5593,16,0.0
9,5690,4,0.0
11,5790,7,0.0
