,Target samples,Deid. samples
0,4249,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,3210,321
10,4867,511
11,0,0
12,0,0
13,0,0
14,90,15
15,0,0
16,0,0
17,867,174
18,0,0
19,0,0
20,96,24
21,0,0
22,0,0
23,0,0
24,1153,365
25,1574,525
26,0,0
27,0,0
28,523,200
29,0,0
30,677,285
31,64,29
32,0,0
33,0,0
34,2181,1114
35,310,168
36,0,0
37,0,0
38,305,187
39,0,0
40,39,26
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,34,36
52,0,0
53,126,141
54,4219,4921
55,0,0
56,457,598
57,0,0
58,0,0
59,0,0
60,59,87
61,0,0
62,0,0
63,0,0
64,152,265
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,128,296
71,0,0
72,0,0
73,396,1096
74,0,0
75,0,0
76,48,150
77,0,0
78,0,0
79,543,2089
80,44,180
81,83,350
82,114,508
83,0,0
84,9,47
85,0,0
86,88,523
87,0,0
88,0,0
89,97,783
90,0,0
91,53,538
92,0,0
93,0,0
94,169,2486
95,62,1176
96,24,659
97,0,0
98,143,6247
99,0,133
