,feature,divergence
11,INDP_CAT,14.614563251700847
1,AGEP,10.635736812813057
6,NOC,7.2694183668117685
7,NPF,6.946547335241736
15,POVPIP,6.94496765078318
5,RAC1P,5.537357725783978
16,DVET,5.4168981552520306
12,EDU,5.262837994115528
13,PINCP,4.71423879905346
3,MSP,3.769512236710038
14,PINCP_DECILE,3.6520474669574927
10,DENSITY,3.4290828213235307
4,HISP,2.9414660481495427
18,DPHY,1.6919554647090647
8,HOUSING_TYPE,1.6645149087045585
17,DREM,1.6170696640352413
9,OWN_RENT,0.9695356760009685
0,PUMA,0.9596877007940838
20,DEAR,0.8255634303274753
19,DEYE,0.783730677643203
2,SEX,0.20078155985897272
